i,birth,death,dim,cavity,death_nodes
158,1835,2100,1,Electrochemical potential;Oxidation number,
159,1838,2022,1,Organic chemistry;Chemical element;Amino acid;Atom;Ligand;Molecule;Plant protein,Amino
160,1838,1917,1,Chemical bond;Protein;Intein;Nitrogen;Plant protein,Peptide bond
161,1838,1869,1,Biology;Bacteria;Genomics;Life;Plant protein,Dna
162,1838,2100,1,Diffusion;Plant protein,
163,1838,2100,1,Colloid;Plant protein,
164,1839,2100,1,Ligand;Retinoic acid receptor,
165,1840,2100,1,Mitochondrion;Pregnancy proteins,
166,1840,2100,1,Biophysics;Physical chemistry,
167,1840,2100,1,Biophysics;Atomic absorption spectroscopy,
168,1840,2002,1,Biology;Organ (anatomy);Bacteria;Biomechanics;Life;Biophysics,Organism
169,1841,2100,1,Isomer;Allotrope,
170,1842,2100,1,Genetics;Karyotype,
171,1842,2100,1,Medicine;Karyotype,
172,1842,2100,1,Karyotype;Phytohaemagglutinin,
173,1845,1857,1,Immunoglobulin;Pharmaceutical;Pharmacology;Fungi;Bacteria,Biotechnology
174,1845,2100,1,Bacteria;Gamma-chain immunoglobulin,
175,1845,2100,1,Bacteria;Mu-chain immunoglobulin,
176,1846,1908,1,Neurotransmitter;Protein;Amino acid;Phosphotyrosine,Glutamic acid
177,1846,2100,1,Solvent;Pharmaceutical,
178,1846,2015,1,Organic compound;Chemical element;Amino acid;Osmosis;Solvent;Oxygen;Plant protein;Diffusion,Soluble
179,1846,1996,1,Colloid;Chemistry;Osmosis;Solvent;Diffusion,Solution
180,1846,2100,1,Phenol;Phosphotyrosine,
181,1846,1953,1,Gene;Biology;Protein;Organic compound;Aromatic compound;Chemical element;Cell (biology);Amino acid;Atom;Bacteria;Life;Tyrosine;Plant protein,Genetic code
182,1846,2100,1,Colloid;Phosphotyrosine,
183,1846,1915,1,Protein;Cell (biology);Metabolism;Phosphotyrosine;Triiodothyronine;Chemical reaction,Thyroxine
184,1847,1925,1,Phospholipid;Cell membrane;Protein;Plasma membrane,Lipid bilayer
185,1847,2100,1,Phospholipid;Phosphorus,
186,1847,2100,1,Ethanol;Nitroglycerine,
187,1847,2100,1,Nitroglycerine;Medicine,
188,1848,1929,1,Cell membrane transport;Lipid;Biology;Mitochondrion;Enzyme;Cell (biology);Metabolism;Amino acid;Phospholipid;Bacteria;Molecule;Cell membrane;Biochemistry;Life,Adenosine triphosphate
189,1848,1925,1,Cell membrane transport;Lipid;Enzyme;Molecule;Cell membrane;Phospholipid,Phospholipid bilayer
190,1848,2022,1,Glucose;Polysaccharide;Biology;Protein;Plasma membrane;Active transport;Cell (biology);Bacteria;Biochemistry;Life,Krebs cycle
191,1848,2100,1,Potassium;Cell membrane transport,
192,1848,2100,1,Electrochemical potential;Cell membrane transport,
193,1848,2100,1,Entropy;Cell membrane transport,
194,1848,2100,1,Cell membrane transport;Kinetic energy,
195,1849,2100,1,Vitamin;Pyridine,
196,1850,2100,1,Glycolysis;Thermodynamic free energy,
197,1853,2100,1,Potential energy;Thermodynamic free energy,
198,1853,2100,1,Potential energy;Kinetic energy,
199,1855,2100,1,Polymer;Fick's law of diffusion,
200,1855,2100,1,Neuron;Fick's law of diffusion,
201,1855,2100,1,Diffusion;Fick's law of diffusion,
202,1858,2100,1,Biotechnology;Bioethics,
203,1858,2100,1,Entropy;Thermochemistry,
204,1859,2100,1,Formaldehyde;Catalyst,
205,1860,2100,1,Analytical chemistry;Spectroscopy,
206,1860,2100,1,Analytical chemistry;Chemical nomenclature,
207,1863,1953,1,Glucose;Cytoplasm;Enzyme;Photosynthesis;Organelle;Glycolysis,Acetyl CoA
208,1869,1931,1,Glucose;Fungi;Nucleic acid;Sugar;Amino acid;Metabolism;Oxygen;Cellulose,Alcoholic fermentation
209,1869,1941,1,Insulin;Action potential;Cell (biology);Amino acid,Ion channel gating
210,1869,2100,1,Insulin;Alpha adrenergic receptor,
211,1869,2100,1,Insulin;Crystal structure,
212,1870,2100,1,Photosynthesis;Flavoprotein,
213,1870,2100,1,Ligand;Isothermal titration calorimeter,
214,1870,2100,1,Stoichiometry;Isothermal titration calorimeter,
215,1870,2100,1,Entropy;Isothermal titration calorimeter,
216,1872,2100,1,Enzyme;Thrombin,
217,1879,2100,1,Flavin adenine dinucleotide;Flavoprotein,
218,1881,2100,1,Chromosome;List of gene families,
219,1882,2100,1,Amino acid sequence;Biophysics,
220,1884,2100,1,Electrophoresis;Mass spectrometer,
221,1884,1891,1,Thiamin;Sugar;Metabolism;Nucleic acid,Ribose
222,1884,1995,1,Organic compound;Mass spectrometer;Chemical element;Amino acid;Solvent;Molecule,Water
223,1884,2100,1,Kinetic energy;Mass spectrometer,
224,1884,2100,1,Osmosis;Complement 3A,
225,1884,2100,1,Osmosis;Complement 5A,
226,1884,2100,1,Deuterium;Mass spectrometer,
227,1886,2023,1,Ethanol;Fungi;Arginine;Amino acid,Catalytic domain
228,1888,2100,1,Protein;Lectin,
229,1888,2100,1,Lectin;Phytohaemagglutinin,
230,1889,1930,1,Protein;Amino acid sequence;Chirality (chemistry);Amino acid;Lysine;Plant protein,Collagen
231,1889,2100,1,Lysine;Homeodomain protein,
232,1889,2100,1,Activation energy;Potential energy,
233,1894,2100,1,Cytosine;Rho factor,
234,1895,2100,1,Nobel Prize in Chemistry;Organic reaction,
235,1895,2016,1,Chemistry;Chemical element;Nobel Prize in Chemistry;Catalyst;Chemical reaction,Chemistry basic topics
236,1895,2100,1,Nobel Prize in Chemistry;Cell membrane transport,
237,1895,2100,1,Nobel Prize in Chemistry;Luminescent protein,
238,1895,2100,1,Nobel Prize in Chemistry;Mass spectrometer,
239,1895,2100,1,Epinephrine;Phenylalanine,
240,1896,2100,1,Neurotransmitter;Beta-2 adrenergic receptor,
241,1896,2100,1,Epinephrine;Beta-2 adrenergic receptor,
242,1896,2100,1,Histidine;Aromatic compound,
243,1897,2100,1,Glucose;Rough ER,
244,1897,2100,1,Glucose;Smooth ER,
245,1897,2019,1,Gene;Fungi;Protein;Dna;Bacteria;Endoplasmic reticulum;Protein synthesis;Life,Translation (biology)
246,1897,2100,1,Epinephrine;Synapse,
247,1897,2100,1,Alpha adrenergic receptor;Endoplasmic reticulum,
248,1898,2100,1,Olfaction;Odorant receptor,
249,1900,2026,1,Biochemistry;Developmental biology;Biology;Entomology,List of biology topics
250,1900,2100,1,Dna;Molecular evolution,
251,1900,2100,1,Protein;Half-life,
252,1900,2100,1,Half-life;Plant protein,
253,1900,2100,1,Chromatography;Analytical chemistry,
254,1900,2100,1,Chromatography;Fick's law of diffusion,
255,1900,1972,1,Protein;Chromatography;Electrophoresis;Mass spectrometer;Dna,Peptide
256,1900,1972,1,Plant protein;Dna;Protein;Chromatography,Peptide
257,1900,2100,1,Biochemistry;Monoclonal antibody,
258,1900,2100,1,Sugar;Biosalinity,
259,1900,2100,1,Physiology;Biosalinity,
260,1900,2100,1,Vaccine;Multiresistance,
261,1900,2100,1,Epinephrine;Cas registry number,
262,1900,1970,1,Cell nucleus;Enzyme;Dna;Bacteria;Chromosome;Multiresistance;Life,Reverse transcriptase
263,1900,2100,1,International Union of Pure and Applied Chemistry;Cas registry number,
264,1900,2100,1,Genetics;Biosalinity,
265,1900,2100,1,Entropy;Double helix,
266,1900,2003,1,Monoclonal antibody;Immunoglobulin;Dna;Gamma-chain immunoglobulin,Cloning
267,1900,2003,1,Mu-chain immunoglobulin;Immunoglobulin;Dna;Monoclonal antibody,Cloning
268,1901,2100,1,Prokaryote;Modern synthesis (20th century),
269,1901,2100,1,Amino acid;Vasoactive intestinal peptide,
270,1901,2025,1,Protein;Prokaryote;Bacteria;Immune system;Protein folding,Microfilament protein
271,1901,2100,1,Half-life;Vasoactive intestinal peptide,
272,1901,2100,1,Coenzyme;Porphyrin,
273,1901,2100,1,Organic compound;Porphyrin,
274,1901,2100,1,Hemoglobin;Porphyrin,
275,1901,2100,1,Hemoglobin;Metalloprotein,
276,1901,2100,1,Heterocyclic compound;Porphyrin,
277,1902,2026,1,Signal transduction;Systems biology;Dna;Biology,List of biology topics
278,1902,1960,1,Enzyme;Signal transduction;Phosphotyrosine;Immunoglobulin,Receptor protein-tyrosine kinase
279,1903,2100,1,Signal transduction;Mineralocorticoid receptor,
280,1903,2100,1,Ligand;Mineralocorticoid receptor,
281,1903,1952,1,Cytoskeletal protein;Double helix;Dna;Bacteria;Life,Plasmid
282,1904,2100,1,Cell biology;Microtubule-associated protein,
283,1905,2100,1,Pharmaceutical;Erythropoietin,
284,1906,1933,1,Eukaryote;Oxidation number;Oxidative phosphorylation;Electron;Atom;Oxygen;Fermentation (biochemistry),Superoxide
285,1906,2100,1,Phosphorylation;Photophosphorylation,
286,1906,2020,1,Proton;Enzyme;Atom;Oxidative phosphorylation;Chemical reaction,Oxidation
287,1906,2100,1,Potential energy;Oxidative phosphorylation,
288,1907,1946,1,Multiresistance;Transformation (genetics);Bacteria;Microbe,Bacterial conjugation
289,1908,2022,1,Proton;Hydrogen;Amino acid;Atom;Ammonia;Glutamate;Plant protein;Glutamic acid,Amino
290,1909,2100,1,Glutamate;Hair cell,
291,1909,2100,1,Glutamate;Olfactory receptor neuron,
292,1909,2100,1,Olfaction;Olfactory receptor neuron,
293,1909,2100,1,Genetics;Chiasma (genetics),
294,1910,2100,1,Organic compound;Alicyclic compound,
295,1910,2100,1,Nitrogen;Van der Waals radius,
296,1910,2004,1,Serpin;Active site;Protein;Amino acid,Enzyme inhibitor
297,1910,2100,1,Sulfur;Van der Waals radius,
298,1910,2026,1,Gene;Drosophila melanogaster;Biology;Homeobox;Physiology,List of biology topics
299,1910,2026,1,Drosophila melanogaster;Biology;Cell nucleus;Prokaryote;Chromosome;Physiology;Life,List of biology topics
300,1910,2100,1,Atomic radius;Van der Waals radius,
301,1910,2026,1,Physiology;Genetics;Drosophila melanogaster;Biology,List of biology topics
302,1910,2100,1,Drosophila melanogaster;Centriole,
303,1911,2002,1,Developmental biology;Gene;Phenotype;Biology,Organism
304,1911,2100,1,Van der Waals radius;Molecular mechanics,
305,1913,1998,1,Lipid;Micelle;Organic compound;Chemical element;Amino acid;Solvent;Molecule;Phospholipid,Hydrophilic
306,1915,2100,1,Acetylcholine;Neurotransmitter,
307,1915,2014,1,Thyroxine;Active transport;Protein;Plasma membrane,Passive transport
308,1915,2014,1,Thyroxine;Protein;Diffusion;Plasma membrane,Passive transport
309,1916,2100,1,Somatostatin;Thyrotropin,
310,1916,2100,1,Triiodothyronine;Thyrotropin,
311,1917,2100,1,Functional group;Solvation,
312,1917,2100,1,Atomic radius;Covalent radius,
313,1918,1959,1,Dna;Polysaccharide;Disaccharide;Carbon,Carbohydrate
314,1918,2018,1,Chemical bond;Hydrocarbon;Lipid;Hydrogen bond;Amino acid;Dna,Hydroxyl
315,1918,2100,1,Phenol;Phenyl group,
316,1919,2100,1,Ph;Phenyl group,
317,1919,1925,1,Ph;Microbe;Cell nucleus;Protein;Micelle;Cell membrane;Phospholipid,Lipid bilayer
318,1921,2100,1,Glucagon;Glucagon receptor,
319,1925,2100,1,Electron;Phospholipid bilayer,
320,1925,1959,1,Phospholipid bilayer;Dna;Polysaccharide;Sugar,Carbohydrate
321,1925,2100,1,Alcohol;Nucleophile,
322,1926,1941,1,Potassium channel;Action potential;Cell (biology);Potassium,Ion channel gating
323,1926,2100,1,Electron configuration;Quantum chemistry,
324,1927,2100,1,Redox;Luminescent protein,
325,1929,2011,1,Plasma membrane;Adenosine triphosphate;Active transport;Cell (biology);Bacteria;Life,Atpase
326,1929,2100,1,Adenosine triphosphate;Odorant receptor,
327,1929,2100,1,Adenosine triphosphate;Rho factor,
328,1930,2100,1,Immune system;Prolactin,
329,1930,2026,1,Biology;Synapse;Cell (biology);Prokaryote;Axon;Bacteria;Life;Molecular biology;Neuron,List of biology topics
330,1930,2026,1,Evolution;Modern synthesis (20th century);Biology;Molecular biology,List of biology topics
331,1931,2012,1,Sigma factor;Dna;Bacteria;Gene,Promoter (biology)
332,1931,2100,1,Enzyme;Sigma factor,
333,1931,2025,1,Hydrogen bond;Signal transduction;Chemistry;Dna;Biochemistry;Adenosine,List of basic biochemistry topics
334,1931,2100,1,Lysozyme;Lysis,
335,1932,2100,1,Adenosine triphosphate;Photorespiration,
336,1932,2100,1,Ammonia;Photorespiration,
337,1932,2100,1,Genotype;Fitness landscape,
338,1933,2100,1,Neutron;Neutron activation analysis,
339,1935,2100,1,Cell membrane;Serotonin,
340,1937,2100,1,Essential amino acid;Vitamin,
341,1938,2100,1,Nuclear magnetic resonance;Aromatic compound,
342,1938,2013,1,Protein;Chemistry;Neutron;Chemical element;Hydrogen;Electron;Molecule;Atomic nucleus;Nuclear magnetic resonance;Chemical reaction;Macromolecule,Ionic bond
343,1938,2100,1,Nuclear magnetic resonance;Plant protein,
344,1940,2100,1,Cancer;Dactinomycin,
345,1940,2100,1,Bradykinin;Bradykinin receptor,
346,1941,2023,1,Hydrogen bond;Pharmacology;Cell nucleus;Protein;Dissociation constant;Cell (biology);Molecule;Biochemistry;Ion channel,Feedback inhibition
347,1941,2023,1,Cell nucleus;Protein;Pharmacology;Cell (biology);Amino acid;Organelle;Biochemistry;Ion channel gating;Ion channel,Feedback inhibition
348,1941,2100,1,Nobel Prize in Chemistry;Ion channel gating,
349,1941,1969,1,Ion channel gating;Cell membrane;Phosphorylation;Ion channel,Transient receptor potential
350,1941,2019,1,Gene;Ion channel gating;Homology (biology);Cytoskeletal protein,Protein subunit
351,1941,2026,1,Cell nucleus;Biology;Ion channel;Prokaryote;Life;Biophysics,List of biology topics
352,1941,2100,1,Bradykinin;Kallidin,
353,1941,2100,1,Redox;Ion channel gating,
354,1942,2100,1,Protein;Electrophysiology,
355,1942,2100,1,Calcium channel;Ion channel,
356,1942,2100,1,Calcium channel;Ion channel gating,
357,1942,2100,1,Ion channel;Annexin II,
358,1942,2100,1,Chloride channel;Ion channel gating,
359,1946,2026,1,Biology;Fungi;Adenosine triphosphate;Dna;Heterotroph,List of biology topics
360,1946,2100,1,Nutrition;Heterotroph,
361,1947,2100,1,Nobel Prize in Chemistry;Stimulatory gs G-protein,
362,1947,2012,1,Neurotransmitter;Eukaryote;Phospholipid bilayer;Protein;Cell (biology);G protein;Cell membrane,G protein-coupled receptor
363,1947,2012,1,Neurotransmitter;Protein;Stimulatory gs G-protein;Cell (biology);G protein,G protein-coupled receptor
364,1947,2020,1,Eukaryote;Signal transduction;Protein;Stimulatory gs G-protein;Metabolism;Cell membrane;Organelle,Transmembrane receptor
365,1947,2100,1,Cancer;Stimulatory gs G-protein,
366,1947,2100,1,Epinephrine;Stimulatory gs G-protein,
367,1947,2012,1,Neurotransmitter;Beta-2 adrenergic receptor;Alpha adrenergic receptor;G protein,G protein-coupled receptor
368,1947,2012,1,Protein;Cell (biology);G protein;Cell membrane;Odorant receptor,G protein-coupled receptor
369,1947,2100,1,Ion channel;Cyclic nucleotide,
370,1949,2008,1,Conserved sequence;Dna;Bacteria;Amino acid,Rna virus
371,1949,1977,1,Gene;Nucleic acid;Amino acid;Dna;Conserved sequence,Dna sequence
372,1949,1977,1,Conserved sequence;Dna;Ribosome;Amino acid,Dna sequence
373,1949,1977,1,Gene;Protein;Homology (biology);Amino acid;Dna;Conserved sequence,Dna sequence
374,1949,2006,1,Gene;Amino acid;Dna;Homeobox;Conserved sequence,Amino acid sequence homology
375,1949,1950,1,Gene;Biology;Nucleic acid;Genomics;Conserved sequence,Bioinformatics
376,1949,2013,1,Phylogenetics;Bacteria;Evolution;Conserved sequence;Life,Evolutionary tree
377,1950,2100,1,Gene;Aquaporin,
378,1950,2100,1,Amino acid;Somatotropin,
