i,birth,death,dim,nodes
55,-1800,1782,1,Electromagnetic radiation;Receiver (radio);Vacuum tube;Amplifier;Electrical engineering;Maxwell's equations;Speed of light;Signal (information theory);Electricity;Modulation;Alternating current;Telecommunication
56,-1800,1975,1,Planck's constant;Computer;Semiconductor;Electromagnetism;Receiver (radio);Electromagnetic radiation;Digital circuit;Electricity;Telecommunication
57,-1800,100,1,Remote sensing;Electromagnetic radiation;Telecommunication;Receiver (radio)
58,-1800,1832,1,Electromagnetic radiation;Amplifier;Crystal radio receiver;Modulation;Signal (information theory);Alternating Current
59,-1800,2100,1,Amateur radio;Wireless
60,-1800,2100,1,Television;Blu-ray Disc
61,-1800,2100,1,Television;Optical spectrum
62,-1800,2100,1,Wireless;Electromagnetism
63,-1800,2100,1,Wireless;Alternating Current
64,-1800,2100,1,Analog signal;Phone connector (audio)
65,-1800,2100,1,Carrier system;Time-division multiplexing
66,-1800,1901,1,Four-wire circuit;Single-frequency signaling;Carrier system;Television;Telecommunication
67,-1800,1782,1,Inductor;Receiver (radio);Vacuum tube;Amplifier;Electrical engineering;Signal (information theory);Electricity;Modulation;Telecommunication;Alternating Current
68,-1800,2100,1,Telemetry;Infrared
69,-1800,1782,1,Fluorescent lamp;Vacuum tube;Amplifier;Negative resistance;Light bulb;Electricity
70,-1800,1782,1,Fluorescent lamp;Amplifier;Electrical engineering;Signal (information theory);Negative resistance;Modulation;Telecommunication;Alternating Current
71,-1799,2100,1,Radiation resistance;Mediumwave
72,-1799,2100,1,Bit robbing;Carrier system
73,-1799,2100,1,Frequency-shift keying;Telemetry
74,-1799,2100,1,Telemetry;Transmitter-studio link
75,-1798,2100,1,Flux;Electromagnetic radiation and health
76,-1798,2100,1,Frequency-shift keying;Facsimile converter
77,-1700,1701,1,Electric charge;Receiver (radio);Electricity;Capacitor;Telecommunication
78,-1700,1840,1,Electric charge;Computer;Semiconductor;Receiver (radio);Digital circuit;Semiconductor device;Electricity;Telecommunication
79,-1700,1782,1,Electric charge;Vacuum tube;Amplifier;Electrical engineering;Signal (information theory);Electricity;Modulation;Telecommunication;Alternating Current
80,-1700,2100,1,Piezoelectricity;Crystal radio receiver
81,-300,1782,1,Electromagnetism;Vacuum tube;Crystal radio receiver;Metal;Solenoid;Electricity
82,-300,1700,1,Electromagnetism;Inductor;Receiver (radio);Solenoid;Electricity;Telecommunication
83,100,2100,1,Printed circuit board;Video Game Console
84,100,133,1,Electric charge;Receiver (radio);Electricity;Capacitor;Alternating current;Electrical generator
85,100,1907,1,Computer;Semiconductor;Receiver (radio);Vacuum tube;Diode;Digital circuit;Compact audio cassette;Transistor radio
86,100,1980,1,Computer;Fm radio;Receiver (radio);Phase-locked loop
87,100,2100,1,Microwave;Negative resistance
88,100,2100,1,Blu-ray Disc;Video Game Console
89,100,1940,1,Receiver (radio);Shortwave;Amplitude modulation;Broadcasting;In-band on-channel
90,100,1269,1,Electricity;Electromagnetism;Electrical generator;Solenoid
91,100,2100,1,Infrared;Video Game Console
92,100,2100,1,Slow-scan television;Video teleconference
93,101,2100,1,Availability;Channel reliability
94,102,2100,1,Repeater;Four-wire terminating set
95,103,2100,1,Repeater;Outside plant
96,108,1975,1,Receiver (radio);Volt;Electricity;Alternating current;Telecommunication;Ohm (unit)
97,108,1801,1,Planck's constant;Electromagnetism;Electromagnetic radiation;Electricity;Volt
98,108,1748,1,Electricity;Alternating Current;Volt;Electric charge
99,120,1886,1,Phased array;Transmitter;Receiver (radio);Frequency
100,120,300,1,Frequency;Receiver (radio);Amplifier;Skywave;Amateur radio
101,120,1901,1,Image rejection ratio;Frequency;Receiver (radio);Superheterodyne receiver
102,120,1901,1,Frequency;Receiver (radio);Superheterodyne receiver;Image response
103,120,2100,1,Frequency;Single-frequency signaling
104,120,1748,1,Electric charge;Receiver (radio);Electric power transmission;Electricity distribution;Electricity;Alternating Current;Alternating current;Telecommunication
105,121,2100,1,Radio frequency;Infrared
106,121,2100,1,Frequency;Frequency averaging
107,121,2100,1,Parabolic antenna;Parabolic microphone
108,121,2100,1,Phased array;Parabolic microphone
109,121,2100,1,Time-division multiplexing;Drop and insert
110,121,2100,1,Effective Earth radius;Handoff
111,121,2100,1,Handoff;Radio horizon
112,121,2100,1,Handoff;Radio horizon range
113,122,2100,1,Mediumwave;Very high frequency
114,128,1907,1,Vacuum tube;Semiconductor;Diode;Magnetic core memory
115,128,1782,1,Vacuum tube;Electricity;Electrical engineering;Magnetic core memory
116,150,1889,1,Frequency;Antenna noise temperature;Telecommunication;Receiver (radio)
117,150,1839,1,Amplifier;Capacitor;Frequency;Electrolytic capacitor
118,150,2100,1,Speed of light;E-layer
119,150,2100,1,Total internal reflection;E-layer
120,154,2100,1,Amateur radio;Arrl
121,154,1960,1,Arrl;Amateur radio;Receiver (radio);Microwave
122,160,2100,1,Modem;Acoustic coupler
123,160,2100,1,Modem;Modulation
124,160,1940,1,Telemetry;Receiver (radio);Frequency-shift keying;Modem;Modulation
125,161,2100,1,Modem;Forward error correction
126,161,2100,1,Modem;Bandwidth compression
127,161,2100,1,Signal (information theory);Bandwidth compression
128,174,300,1,Radio frequency;Very high frequency;Frequency;Log-periodic antenna
129,189,1269,1,Inductor;Electromagnetic radiation;Electromagnetism;Electromagnetic induction;Solenoid
130,189,1269,1,Electromagnetism;Electromagnetic radiation;Electromagnetic induction;Electricity;Electrical generator
131,189,1269,1,Electromagnetism;Electromagnetic radiation;Electrical engineering;Electromagnetic induction;Electricity;Magnetic core memory
132,220,440,1,Triangle wave;Modulation;Alternating current;Alternating Current
133,220,2100,1,Amplitude modulation;Citizens' band radio
134,220,2100,1,Amateur radio;Citizens' band radio
135,220,2100,1,Microphone;Citizens' band radio
136,220,1940,1,Amplitude modulation;Analog signal;Receiver (radio);Citizens' band radio
137,220,2100,1,Loading coil;Citizens' band radio
138,220,2100,1,Electrical length;Citizens' band radio
139,220,2100,1,Citizens' band radio;Gateway (telecommunications)
140,220,2100,1,Citizens' band radio;Phase-locked loop
141,220,2100,1,Citizens' band radio;Piezoelectricity
142,259,2100,1,Synthesizer;Frequency modulation synthesis
143,262,2100,1,Alternating current;Ntsc
144,262,1901,1,Receiver (radio);Frequency;Vacuum tube;Amplitude modulation;Ntsc
145,262,1901,1,Receiver (radio);Vacuum tube;Amplifier;Very high frequency;Ntsc;Radio frequency
146,262,1945,1,Receiver (radio);Amplifier;Very high frequency;Cable television;Ntsc;Television;Radio frequency;Telecommunication
147,262,2100,1,Blu-ray Disc;Ntsc
148,265,2100,1,Diode;Intermodulation distortion
149,265,2100,1,Radio frequency;Intermodulation distortion
150,265,2100,1,Amplitude modulation;Intermodulation distortion
151,265,2100,1,Intermodulation distortion;Superheterodyne receiver
152,265,2100,1,Intermodulation distortion;Second-order intercept point
153,300,608,1,Computer;Semiconductor;Receiver (radio);Vacuum tube;Diode;Digital circuit;Transmitter;Traveling-wave tube
154,300,1907,1,Radio;Computer;Digital circuit;Receiver (radio)
155,300,1888,1,Receiver (radio);Amplifier;Parabolic antenna;Radio frequency;Ultra high frequency
156,300,2100,1,Photoelectric effect;Tesla patents
157,301,1832,1,Electromagnetic radiation;Mediumwave;Shortwave;Microwave;Parabolic antenna;Modulation;Directional antenna;Alternating Current
158,301,1833,1,Mediumwave;Shortwave;Transmitter;Crystal radio receiver;Yagi antenna;Modulation;Directional antenna;Log-periodic antenna
159,301,2100,1,Radio frequency;Combat-net radio
160,301,2100,1,Shortwave;Radio clock
161,301,2100,1,Ultra high frequency;Biconical antenna
162,301,2100,1,Automatic gain control;Light bulb
163,337,2100,1,Diffraction;Blu-ray Disc
164,338,2100,1,Ntsc;Knife-edge effect
165,360,1941,1,Electromagnetic radiation;Mediumwave;Shortwave;Receiver (radio);Phased array;Frequency;Amplitude modulation;Transmitter;Parabolic antenna;Phase (waves);Modulation;Directional antenna;Alternating Current
166,360,1888,1,Receiver (radio);Phased array;Transmitter;Parabolic antenna;Phase (waves);Log-periodic antenna;Directional antenna
167,360,2100,1,Phase (waves);Phase-locked loop
168,360,1832,1,Electromagnetic radiation;Mediumwave;Shortwave;Total internal reflection;Microwave;Phase (waves);Log-periodic antenna;Modulation;Directional antenna;Alternating Current
169,360,2100,1,Phase (waves);E-skip
170,361,2100,1,Phase (waves);Flywheel effect
171,361,2100,1,Phase (waves);Grade of service
172,361,2100,1,Capacitor;Flywheel effect
173,361,2100,1,Diffraction;Optical path length
174,440,608,1,Waveform;Electrical engineering;Signal processing;Modulation;Telecommunication
175,440,2100,1,Waveform;Synthesizer
176,470,2100,1,Transmitter;Television reception
177,470,1970,1,Television reception;Electromagnetic radiation;Electromagnetism;Receiver (radio);Parabolic antenna;Speed of light;Electricity;Telecommunication;Directional antenna
178,500,2100,1,Electromagnetic induction;D region
179,500,1960,1,Fm radio;Receiver (radio);Shortwave;Ionosphere
180,500,1960,1,Receiver (radio);Shortwave;Ionosphere;Amateur radio;E-skip
181,500,1832,1,Electric charge;Electromagnetism;Electromagnetic radiation;Frequency;D region;Electricity;Photon
182,501,2100,1,Phase (waves);Diurnal phase shift
183,501,2100,1,Ionosphere;Diurnal phase shift
184,502,2100,1,Modem;Narrowband modem
185,502,2100,1,Frequency;Narrowband modem
186,502,2100,1,High frequency;Narrowband modem
187,600,2100,1,Receiver (radio);Direct broadcast satellite
188,600,2100,1,Parabolic antenna;Big ugly dish
189,600,2100,1,Direct broadcast satellite;Scrambler
190,608,2100,1,Electronics;Radio Row, Manhattan
191,609,1975,1,Capacitor;Electronics;Receiver (radio);Dielectric
192,609,2100,1,Dielectric;Alternating Current
193,610,2100,1,Dielectric;Tropospheric wave
194,694,1887,1,Total internal reflection;Transmitter;Microwave;Radio;Laser;Signal (information theory)
195,694,2100,1,Laser;Photolithography
196,792,2100,1,Electrical engineering;Fresnel reflection
197,800,2100,1,Handoff;Global system for mobile communications
198,802,1966,1,Receiver (radio);Transmitter;Radio frequency;Modulation;Ieee 802.11
199,802,2100,1,Microwave;Ieee 802.11
200,802,1966,1,Modem;Forward error correction;Modulation;Ieee 802.11
201,802,1940,1,Modem;Quadrature amplitude modulation;Modulation;Frequency-shift keying
202,808,2100,1,Beam divergence;Laser
203,915,2100,1,Low frequency;Rfid
204,915,2100,1,High frequency;Rfid
205,915,2100,1,Ultra high frequency;Rfid
206,915,2100,1,Rfid;Telemetry
207,916,2100,1,Rfid;Manchester code
208,1270,2100,1,Magnetic field;Magnetic flux
209,1271,2100,1,Gauss (unit);Magnetic flux
210,1600,1960,1,Electromagnetic radiation;Magnetic field;Receiver (radio);Shortwave;Ionosphere;Magnetosphere;Microwave;Amateur radio;Radio frequency
211,1600,2100,1,Magnetosphere;D region
212,1645,2100,1,Inverse-square law;Direct broadcast satellite
213,1645,2100,1,Inverse-square law;Coulomb's law
214,1672,2100,1,Parabolic antenna;Cassegrain antenna
215,1700,2100,1,Electron;Pauli exclusion principle
216,1702,2100,1,Permittivity;Farad
217,1741,1748,1,Receiver (radio);Electronics;Electric power;Electric motor;Electricity;Alternating current
218,1741,1840,1,Electrical efficiency;Electronics;Electric power;Electric motor
219,1741,2100,1,Electric power;Common battery
220,1743,2100,1,Frequency;Steady-state condition
221,1748,2100,1,Battery (electricity);Digital Audio Tape
222,1754,2100,1,Rfid;Faraday cage
223,1781,1798,1,Vacuum tube;Amplifier;Ohm's law;Battery (electricity);Negative resistance;Electricity;Volt
224,1783,1907,1,Vacuum tube;Switch;Electric current;Electronics
225,1783,1941,1,Electric current;Power (physics);Amplifier;Electric power;Alternating current
226,1783,1941,1,Electric current;Electromagnetic radiation;Waveform;Frequency;Power (physics);Amplifier
227,1783,2020,1,Inductor;Electric current;Power (physics);Electronics;Electric power;Battery (electricity);Electronic amplifier;Capacitor;Alternating current;Ohm (unit)
228,1783,2100,1,Power (physics);White facsimile transmission
229,1783,2100,1,Magnetosphere;Ring current
230,1783,2100,1,Earth's magnetic field;Faraday cage
231,1783,2100,1,Faraday cage;Electromagnetic pulse
232,1784,2100,1,Power (physics);Medium-power talker
233,1784,2100,1,Power (physics);Relative transmission level
234,1784,2100,1,Power (physics);Spot beam
235,1784,2100,1,Power (physics);Standard telegraph level
236,1784,2100,1,Frequency;Push-to-type operation
237,1784,2100,1,Current (electricity);Faraday constant
238,1784,2100,1,Electrode;Coherer
239,1784,2100,1,Direct broadcast satellite;Spot beam
240,1784,2100,1,Electronic switching system;Crossbar switch
241,1785,2100,1,Electrode;Pulsed inductive thruster
242,1785,2100,1,Electrode;Spark gap
243,1785,2100,1,Lightning;Spark gap
244,1785,2100,1,Push-to-talk operation;Voice-operated switch
245,1800,1998,1,Shortwave;Arrl;Amateur radio;Radio frequency;Radioteletype
246,1800,2100,1,Radioteletype;Baudot code
247,1800,2100,1,Electromagnetic spectrum;Broadcasting
248,1800,2100,1,Electromagnetic spectrum;Voice frequency
249,1801,2100,1,Electrodynamics;Cross product
250,1802,2100,1,Silicon;Table of standard electrode potentials
251,1802,2100,1,Volt;Table of standard electrode potentials
252,1802,2100,1,Tantalum;Table of standard electrode potentials
253,1809,2100,1,Relay;Solenoid
254,1809,2100,1,Electric current;Ground (electricity)
255,1809,2100,1,Ground (electricity);Electricity distribution
256,1809,2100,1,Ground (electricity);Television reception
257,1810,2100,1,Relay;Release time (telecommunication)
258,1810,2100,1,Frequency;Pulse-address multiple access
259,1810,2100,1,Automatic gain control;Release time (telecommunication)
260,1820,2100,1,Electric current;Multimeter
261,1820,1998,1,Shortwave;Arrl;Amateur radio;Morse code;Radio frequency
262,1820,2100,1,Ohm (unit);Multimeter
263,1821,2100,1,Amateur radio;Q code
264,1821,2100,1,Electrical engineering;Voltmeter
265,1821,2100,1,Voltmeter;Pyroelectricity
266,1822,2100,1,Frequency;Continuous Fourier transform
267,1822,2100,1,Phase (waves);Continuous Fourier transform
268,1826,2100,1,Volt;Rlc circuit
269,1826,2100,1,Farad;Rlc circuit
270,1827,2100,1,Harmonic oscillator;Rlc circuit
271,1830,1975,1,Electric current;Electric power transmission;Electromagnetic induction;Electronics;Electric power;Transformer;Battery (electricity);Electric motor;Electron;Electrical generator
272,1830,2100,1,Transformer;Crystal radio receiver
273,1830,2100,1,Transformer;Four-wire terminating set
274,1831,2100,1,Standing wave;Television reception
275,1832,2100,1,Wavelength;Beam divergence
276,1833,2100,1,Modulation;Signal transition
277,1833,2100,1,Ground plane;Citizens' band radio
278,1833,2100,1,Thermistor;Light bulb
279,1833,2100,1,Thermistor;Magnetic core memory
280,1833,2100,1,Thermistor;Nickel metal hydride
281,1838,2100,1,Direct current;Fuel cell
282,1839,2100,1,Electromagnetic radiation;Solar cell
283,1840,2100,1,Printed circuit board;Electrical insulation
284,1840,1887,1,Electrical insulation;Receiver (radio);Transmitter;Electric field;Radio frequency;Electron
285,1840,1888,1,Maximum power theorem;Receiver (radio);Transmitter;Electric power;Radio
286,1840,2020,1,Semiconductor;Electric current;Maximum power theorem;Receiver (radio);Electric power;Ohm's law;Crystal radio receiver;Electron
287,1840,2100,1,Optical fiber;Total internal reflection
288,1840,1890,1,Electromagnetic radiation;Communications system engineering;Receiver (radio);Wavelength;Total internal reflection;Transmitter;Microwave;Optical fiber
289,1840,2100,1,Optical fiber;Four-wire circuit
290,1840,2100,1,Optical fiber;Zero-dispersion wavelength
291,1840,2100,1,Electrical insulation;Broadcasting
292,1841,2100,1,Optical fiber;Photodiode
293,1841,2100,1,Optical fiber;Combined distribution frame
294,1841,2100,1,Optical fiber;Launch numerical aperture
295,1841,2100,1,Optical fiber;Radiation angle
296,1841,2100,1,Interferometry;Remote sensing
297,1841,2100,1,Interferometry;Optical path length
298,1846,2100,1,Adder (electronics);Electronic mixer
299,1846,2100,1,Frequency;Electronic mixer
300,1846,2100,1,Intermodulation distortion;Electronic mixer
301,1846,2100,1,Kirchhoff's circuit laws;Electronic mixer
302,1849,1975,1,Electromagnetic radiation;Field (physics);Receiver (radio);Transmitter;Radio;Electric field;Speed of light;Telecommunication
303,1849,2100,1,Tensor;Field (physics)
304,1850,2100,1,Electrodynamics;Wave
305,1850,1888,1,Receiver (radio);Amplifier;Field strength;Electric field;Radio frequency;Electron
306,1850,2100,1,Standing wave;Wave
307,1850,2100,1,Loading coil;Oliver Heaviside
308,1850,1975,1,Electromagnetic radiation;Diffraction;Microwave;Radio;Wave;Telecommunication
309,1850,2100,1,Flux;Oliver Heaviside
310,1850,1975,1,Field (physics);Receiver (radio);Transmitter;Microwave;Radio;Electric field;Wave
311,1850,2100,1,Oliver Heaviside;D region
312,1850,2100,1,Oliver Heaviside;E-layer
313,1850,2100,1,Oliver Heaviside;Alternating Current
314,1851,2100,1,Phase (waves);Coherence (physics)
315,1851,2100,1,Field strength;Electromagnetic environment
316,1851,1953,1,Wavelength;Diffraction;Phase (waves);Coherence (physics)
317,1851,2100,1,Volt;Electromagnetic environment
318,1851,2100,1,Electromagnetic environment;Electromagnetic pulse
319,1852,2100,1,Coherence length;Fresnel reflection
320,1855,1890,1,Communications system engineering;Transmitter;Optical fiber;Transmission line
321,1855,2002,1,Electromagnetic radiation;Frequency;Transmission line;Maxwell's equations;Wave
322,1856,1975,1,Electronics;Battery (electricity);Resistor;Alternating current;Ohm (unit)
323,1857,1962,1,Optical fiber;Communications system engineering;Coupling (electronics);Telecommunication
324,1857,2100,1,Alternating current;Root mean square
325,1857,2100,1,Intermodulation distortion;Root mean square
326,1857,2100,1,Electrical network;Thévenin's theorem
327,1857,2100,1,Root mean square;Continuous Fourier transform
328,1857,2100,1,Antenna noise temperature;Noise temperature
329,1857,2100,1,Noise temperature;Big ugly dish
330,1858,2100,1,Frequency;Equivalent noise resistance
331,1858,2100,1,Electrical network;Series and parallel circuits
332,1858,2100,1,Wavelength;Spectral width
333,1858,1893,1,Wavelength;Resonance;Frequency;Standing wave
334,1858,2100,1,Root mean square;Spectral width
335,1858,2100,1,Noise temperature;Equivalent noise resistance
336,1858,2100,1,Electrical insulation;Resonance
337,1859,2100,1,Series and parallel circuits;Electrochemical cell
338,1865,2100,1,Morse code;Telegraphy
339,1865,2100,1,Electronic amplifier;Telegraphy
340,1865,2100,1,Baudot code;Telegraphy
341,1865,2100,1,Telegraphy;Time-division multiplexing
342,1870,1901,1,Fm radio;Modulation;Telecommunication;Multiplexing
343,1870,1901,1,Television;Carrier system;Telecommunication;Multiplexing
344,1870,2100,1,Multiplexing;Blu-ray Disc
345,1870,2100,1,Multiplexing;Input/output
346,1870,2100,1,Multiplexing;Multiplexer
347,1878,2100,1,Isotropic antenna;Maxwell's equations
348,1880,2100,1,Radio frequency;Telegrapher's equations
349,1880,2100,1,Coaxial cable;Carrier system
350,1880,1890,1,Communications system engineering;Transmission line;Video teleconference;Transmitter;Radio;Cable modem;Coaxial cable
351,1880,1881,1,Communications system engineering;Video teleconference;Radio;Cable modem;Coaxial cable
352,1880,2100,1,Coaxial cable;Tesla patents
353,1880,2100,1,Electronic amplifier;Twisted pair
354,1880,1962,1,Twisted pair;Electromagnetic radiation;Communications system engineering;Telecommunication
355,1880,2100,1,Piezoelectricity;Quartz clock
356,1880,2100,1,Oliver Heaviside;Telegrapher's equations
357,1881,2100,1,Optical fiber;Time-domain reflectometer
358,1881,2100,1,Coaxial cable;Time-domain reflectometer
359,1881,2100,1,Twisted pair;Time-domain reflectometer
360,1881,2100,1,International Electrotechnical Commission;Nanotechnology
361,1881,2100,1,International Electrotechnical Commission;Rfid
362,1881,2100,1,International Electrotechnical Commission;Compact audio cassette
363,1881,2100,1,Blu-ray Disc;Broadband
364,1882,2100,1,Electromagnetic radiation;Responsivity
365,1882,2100,1,Ampere;Henry (unit)
366,1882,2100,1,Circulator;Microwave
367,1882,2100,1,Circulator;International Electrotechnical Commission
368,1885,2100,1,Transmission line;Permeability (electromagnetism)
369,1885,1973,1,Electric current;Semiconductor;Doping (Semiconductors);Metal;Electron
370,1885,2100,1,Photolithography;Doping (Semiconductors)
371,1885,2100,1,Oliver Heaviside;Permeability (electromagnetism)
372,1885,2100,1,Permeability (electromagnetism);Fresnel reflection
373,1885,2100,1,Doping (Semiconductors);Thermistor
374,1886,1893,1,Radar;Direct broadcast satellite;Receiver (radio);Frequency;Transmission line;Transmitter;Microwave;Inverse-square law;Electron
375,1886,2100,1,Radar;Doping (Semiconductors)
376,1887,2100,1,Polarization (waves);Secam
377,1887,1947,1,Transmission line;Polarization (waves);Isotropic antenna;Transmitter;Radio;Dipole antenna
378,1887,1960,1,Radar;Receiver (radio);Polarization (waves);Amateur radio;E-skip
379,1887,2100,1,Polarization (waves);Fresnel equations
380,1887,2100,1,Wave;Corner reflector
381,1888,2100,1,Antenna (electronics);Loading coil
382,1888,2100,1,Antenna (electronics);Electrical length
383,1888,2100,1,Antenna (electronics);Root mean square
384,1888,2100,1,Circular polarization;Fm radio
385,1888,2100,1,Circular polarization;Direct broadcast satellite
386,1888,2100,1,Circular polarization;Television reception
387,1888,2100,1,Photoelectric effect;Stoletov's law
388,1889,2100,1,Power (physics);Noise power
389,1889,2100,1,Power (physics);Peak envelope power
390,1889,2100,1,Frequency;Effective height
391,1889,2100,1,Antenna (electronics);Effective height
392,1890,2100,1,Amplifier;Effective input noise temperature
393,1890,1930,1,Vacuum tube;Cathode ray tube;Relay;Electronics
394,1890,2100,1,Printed circuit board;Cathode ray tube
395,1890,1975,1,Cathode ray tube;Waveform;Electron;Electronics
396,1890,1919,1,Vacuum tube;Cathode ray tube;Television;Receiver (radio)
397,1890,2100,1,Pirate radio;Fm radio
398,1890,1919,1,Vacuum tube;Cathode ray tube;Radar;Receiver (radio)
399,1890,2100,1,Noise temperature;Effective input noise temperature
400,1890,2100,1,International Electrotechnical Commission;Waveguide antenna
401,1890,2100,1,Negative resistance;Hysteresis
402,1890,2100,1,Spark gap;Waveguide antenna
403,1891,2100,1,Frequency;Tesla coil
404,1891,2100,1,High frequency;Tesla coil
405,1891,2100,1,Tesla coil;Tesla patents
406,1893,2100,1,Feedback;Schumann resonance
407,1893,1960,1,Electromagnetic radiation;Frequency;Wavelength;Schumann resonance;Speed of light
408,1893,1973,1,Electric field;Lightning;Electron;Schumann resonance
409,1894,2100,1,Dipole antenna;Standing wave ratio
410,1894,1975,1,Standing wave ratio;Electric current;Impedance matching;Electronics;Battery (electricity);Current (electricity);Alternating Current
411,1894,2100,1,Waveguide;Filled cable
412,1894,2100,1,Dielectric;Filled cable
413,1894,2100,1,Standing wave ratio;Citizens' band radio
414,1895,2100,1,Copper;Reflections of signals on conducting lines
415,1895,2100,1,Reflections of signals on conducting lines;Time-domain reflectometer
416,1895,2100,1,Reflections of signals on conducting lines;Fresnel reflection
417,1896,2100,1,Electrical engineering;Reflection coefficient
418,1897,2100,1,Oscilloscope;Potential difference
419,1897,2100,1,Oscilloscope;Electricity distribution
420,1898,2100,1,Oscilloscope;Electronic test equipment
421,1898,2100,1,Oscilloscope;Preferred values
422,1898,2100,1,Electronic test equipment;Time-domain reflectometer
423,1900,2100,1,Demodulation;Optical fiber
424,1900,2100,1,Optical fiber;Demodulator
425,1900,2100,1,Coaxial cable;Demodulator
426,1900,2100,1,Demodulator;Frame synchronization
427,1901,1984,1,Receiver (radio);Frequency;Vacuum tube;Electronics;Signal processing;Heterodyne;Radio;Telecommunication
428,1901,2100,1,Transmission (telecommunications);Voice frequency
429,1901,2100,1,Transmission (telecommunications);Tape relay
430,1902,2100,1,Computer;Enhanced service
431,1902,2100,1,Impedance matching;Conditioning equipment
432,1902,2100,1,Amplitude modulation;Carrier shift
433,1902,2100,1,Frequency;Data compaction
434,1902,2100,1,Transmission line;Line code
435,1902,1985,1,Transmission (telecommunications);Receiver (radio);Amplitude modulation;Double-sideband suppressed-carrier transmission;Modulation
436,1902,2100,1,Transmission (telecommunications);Frequency-exchange signaling
437,1902,2100,1,Transmission (telecommunications);Surface wave
438,1902,2100,1,Automatic switching system;Information transfer
439,1902,2100,1,User (telecommunications);Frequency-exchange signaling
440,1902,2100,1,Wave;Surface wave
441,1902,2100,1,Telegraphy;Frequency-exchange signaling
442,1902,2100,1,Telegraphy;Polarential telegraph system
443,1902,2100,1,Repeater;Dual access
444,1903,2100,1,Information transfer;Performance measurement period
445,1903,2100,1,Multiplexer;Digital transmission group
446,1907,2100,1,Modem;Light-emitting diode
447,1908,2100,1,Central processing unit;Heat sink
448,1908,2100,1,Triangle wave;Relaxation oscillator
449,1908,2100,1,Optical fiber;Launch angle
450,1908,2100,1,Beam divergence;Launch angle
451,1908,2100,1,Laser;Synchronous optical networking
452,1908,2100,1,Synchronous optical networking;Pulse-code modulation
453,1908,2100,1,Light-emitting diode;Heat sink
454,1908,2100,1,Tantalum;Zone melting
455,1910,2100,1,Digital circuit;Electronic filter
