i,birth,death,dim,cavity,death_nodes
124,1990,1994,1,Perl;Graphical user interface;Tcl;Object-oriented programming,Php
125,1990,2100,1,Accounting software;Business software,
126,1990,2100,1,C Sharp (programming language);Visual Basic,
127,1990,2100,1,Visual Basic;Database,
128,1990,2100,1,Visual Basic;Scripting language,
129,1990,2100,1,Visual Basic;Rapid application development,
130,1990,2100,1,Software componentry;Software architecture,
131,1990,2100,1,Rapid application development;Tcl,
132,1991,2100,1,Java (programming language);Java virtual machine,
133,1992,2100,1,Operating system;Interface description language,
134,1992,2100,1,Java Modeling Language;Specification language,
135,1992,2100,1,Specification language;Interface description language,
136,1993,2100,1,Abstraction (computer science);Software framework,
137,1993,2100,1,Abstraction (computer science);Static code analysis,
138,1993,2100,1,Ada (programming language);Static code analysis,
139,1993,2100,1,Software framework;Software componentry,
140,1993,2100,1,Assertion (computing);Static code analysis,
141,1993,2100,1,Static code analysis;Coupling (computer science),
142,1993,2100,1,Static code analysis;Formal methods,
143,1993,2100,1,Static code analysis;Medical software,
144,1994,2100,1,Object-oriented programming;Application framework,
145,1994,2100,1,Graphical user interface;Application framework,
146,1994,2100,1,Data structure;Php,
147,1994,2100,1,Software framework;Statistical package,
148,1994,2100,1,Open-source software;Wiki,
149,1994,2100,1,Php;Database,
150,1994,2100,1,Knowledge management;Wiki,
151,1994,2100,1,Ontology (computer science);Wiki,
152,1995,2100,1,Source code;Revision control,
153,1995,1997,1,Source code;Processor register;Compiler;C (programming language);Computer architecture,Assembly language
154,1995,2100,1,Processor register;Microprogram,
155,1995,2100,1,Processor register;Thread (computer science),
156,1995,2100,1,Wiki;Revision control,
157,1996,2100,1,String (computer science);Finite state machine,
158,1996,2100,1,Compiler;Finite state machine,
159,1996,2100,1,Software framework;Rational Unified Process,
160,1996,2100,1,Decision table;Finite state machine,
161,1997,2100,1,Computer;Computer model,
162,1997,2100,1,Computer graphics;Computer model,
163,1997,2100,1,Java (programming language);Computer model,
164,1997,2100,1,Static code analysis;Object code,
165,1997,2100,1,Php;Opcode,
166,1997,2100,1,Cobol;Threaded code,
167,1997,2100,1,Eeprom;Opcode,
168,1997,2100,1,Threaded code;Minicomputer,
169,1998,1999,1,Opcode;Machine language;Computer;Machine code,Instruction set
170,1998,1999,1,Microcode;Computer;Machine language;Machine code,Instruction set
171,1998,2100,1,Machine language;Computer multitasking,
172,1999,2100,1,Instruction set;Java virtual machine,
173,2000,2100,1,Intermediate language;Three-address code,
174,2001,2100,1,Aspect-oriented programming;Xerox PARC,
175,2003,2100,1,Computer graphics;Game programming,
176,2003,2100,1,Game development;Game programming,
177,2003,2100,1,Game programming;Simulation,
178,2003,2100,1,Simulation;Neural network software,
179,2020,2100,1,Computer file;Disk image,
180,2020,2100,1,Computer file;Metadata (computing),
181,2020,2100,1,Computer file;Windows Vista,
182,2020,2100,1,Computer architecture;Mips architecture,
183,2020,2100,1,Avionics software;Computer software,
184,2020,2100,1,Computer software;Open-source software,
185,2020,2100,1,Computer software;Computer-aided design,
186,2020,2100,1,Computer software;List of computer term etymologies,
187,2020,2100,1,Visual Basic;Basic,
188,2020,2100,1,Mips architecture;Linux,
189,2020,2100,1,High-level language;Scripting language,
190,2020,2100,1,High-level language;Kernel (computer science),
191,2020,2100,1,Basic;List of programming languages,
192,2020,2100,1,Regression testing;System development life cycle,
193,2020,2100,1,Regression testing;Project lifecycle,
194,2020,2100,1,Release to manufacturing;Windows Vista,
195,2020,2100,1,Ontology (computer science);Complexity,
196,2020,2100,1,Computer bug;Revision control,
197,1960,2100,2,Agile software development;Project lifecycle;Requirement,
198,1960,2100,2,Waterfall model;Project lifecycle;Requirement,
199,1961,2100,2,C (programming language);Unix;Perl,
200,1967,2100,2,Functional programming;Subroutine;Thread (computer science),
201,1969,2100,2,Waterfall model;Project lifecycle;Software maintenance,
202,1970,2100,2,Procedural programming;Functional programming;Sql,
203,1974,2100,2,Source code;Open-source software;Linux,
204,1979,1991,2,Perl;Sql;International Organization for Standardization;Object-oriented programming;C++;Ada (programming language);Programming language;C (programming language);Imperative programming,Java (programming language)
205,1979,1980,2,Perl;Programming paradigm;Sql;Object-oriented programming;C++;Functional programming;Programming language;Procedural programming;C (programming language);Imperative programming,Python (programming language)
206,1980,2100,2,Programming language;Fortran;Refactoring,
207,1980,1994,2,Perl;Scripting language;Python (programming language);Compiler;Operating system;Programming language;Interpreter (computing);C (programming language),Php
208,1987,2100,2,Source code;Functional programming;Design pattern (computer science),
209,1988,1991,2,Python (programming language);C++;Object-oriented programming;C Sharp (programming language);Programming language;C (programming language);Imperative programming,Java (programming language)
210,1988,2100,2,Imperative programming;C Sharp (programming language);Functional programming,
211,1991,2100,2,C++;Sql;Qt (toolkit),
212,1991,2100,2,Java (programming language);Programming paradigm;Design pattern (computer science),
213,1991,2100,2,Java (programming language);Design pattern (computer science);Refactoring,
214,1991,2100,2,Embedded system;Linux;Qt (toolkit),
215,1994,2100,2,Compiler;Operating system;Php,
216,1994,2100,2,C++;Php;Functional programming,
217,1998,2100,2,Fortran;Cobol;Reflection (computer science),
218,2009,2100,2,C (programming language);C Sharp (programming language);Gtk+,
219,2020,2100,2,Multi-paradigm programming language;Python (programming language);Structured Query Language,
