i,birth,death,dim,nodes
175,1844,1869,1,Idiogram;Active site;Guanine;Biology;Enzyme;Genetics;Purine
176,1844,1869,1,Active site;Guanine;Biology;Enzyme;Genetics;Purine;Idiotypic variation
177,1844,2100,1,Guanine;Rho factor
178,1844,1984,1,Parental imprinting;Active site;Guanine;Biology;Enzyme;Purine;Gene
179,1846,2100,1,Lymphoma;Lymphocyte
180,1846,2100,1,Flow karyotyping;Lymphocyte
181,1846,2100,1,Lymphocyte;Harlequin chromosome
182,1846,2100,1,Lymphocyte;Idiogram
183,1846,2100,1,Lymphocyte;Idiotypic variation
184,1856,2005,1,Genetics;Gene;Genomic imprinting;Mendelian inheritance
185,1856,1858,1,Gene;Parental imprinting;Mendelian inheritance;Biology
186,1857,2100,1,Science;Biotechnology
187,1857,1869,1,Bacteria;Biology;Expressed gene;Biotechnology;Protein;Gene;Animal model
188,1857,2003,1,Biotechnology;Cell (biology);Somatic cells;Bacteria
189,1857,1869,1,Biology;Genomics;Biotechnology;Protein;Gene;Animal model
190,1857,1951,1,Human gene therapy;Biotechnology;Protein;Gene;Animal model
191,1857,1869,1,Protein;Biotechnology;Animal model;Model organisms
192,1857,2100,1,Biotechnology;Nih
193,1858,2100,1,Natural selection;Incestuous
194,1858,2100,1,Natural selection;Reduction division
195,1858,2100,1,Selection (biology);Probability
196,1862,2100,1,Imago;Mullerian mimicry
197,1863,1869,1,Cell nucleus;Cytoplasm;Phage;Bacteria
198,1863,2100,1,Cytoplasm;Dauermodification
199,1863,2100,1,Mimicry;Cryptic coloration
200,1863,2100,1,Mimicry;Mullerian mimicry
201,1863,1995,1,Mimicry;Sex linked;Gene;Mullerian mimicry;Natural selection
202,1863,1995,1,Sex-influenced trait;Mimicry;Gene;Mullerian mimicry;Natural selection
203,1863,1995,1,Mimicry;X linkage;Gene;Mullerian mimicry;Natural selection
204,1863,1995,1,Mimicry;X linked;Gene;Mullerian mimicry;Natural selection
205,1864,1869,1,Okazaki fragment;Bacteria;Active site;Biology;Prokaryote;Enzyme;Genetics
206,1869,2100,1,Dementia;Dna sequencing
207,1869,2100,1,Dna sequencing;Forensics
208,1869,2100,1,Dna sequencing;Y linkage
209,1869,2100,1,Dna sequencing;Y linked
210,1870,1881,1,Genetics;Genetic variation;Reduction division;Bacteria
211,1870,2004,1,Flow karyotyping;Cell (biology);Prophase;Ancient Greek
212,1870,1906,1,Cell (biology);Dna;Bacteria;Conditional mutation;Genetics;Meiosis;Cell nucleus;Prophase
213,1870,2100,1,Genetic disorder;Parental imprinting
214,1870,2100,1,Genetic disorder;Reproductive cells
215,1870,2100,1,Molecule;Alkylating agent
216,1870,2100,1,Molecule;Macromolecule
217,1870,2012,1,Dna;Gene conversion;Evolution;Homology (biology);Gene
218,1880,2100,1,Ancient Greek;Protoplast
219,1880,2100,1,Chromosome;Pronucleus
220,1880,1881,1,Chromosome;Selection (biology);Sex-limited trait;Biology;Genetics
221,1880,2100,1,Virus;Pathogen
222,1880,2100,1,Pathogen;Huntington's disease
223,1880,2100,1,Pathogen;Viroid
224,1881,2014,1,Dna;Sex linkage;Genetic recombination;Y linkage;Genetics;Gene
225,1881,2100,1,Genetic recombination;Y linked
226,1881,2100,1,Chromosome;Nullisomic
227,1881,2005,1,Bacteria;Allele;Genetic recombination;Genetic disorder;Pathogen;Disease;Cystic fibrosis;Gene;Immune system
228,1881,2002,1,Allele;Genetics;Gene;Genomics
229,1881,2013,1,Allele;Genetics;Incestuous;Gene;Natural selection
230,1881,2100,1,Syndrome;Disease
231,1881,2100,1,Animal model;Disease
232,1881,2100,1,Disease;Immunity (medical)
233,1881,2100,1,Disease;Model organisms
234,1881,2100,1,Hybrid (biology);Parental imprinting
235,1882,2100,1,Chromosome;Morbid map
236,1882,2100,1,Enzyme;Isozyme
237,1882,2100,1,Cancer;Immunotherapy
238,1882,1995,1,Dna;Disease;Genetic disorder;Genetics;Genetic predisposition
239,1882,2100,1,Disease;Morbid map
240,1882,2100,1,Homology (biology);Isozyme
241,1884,2005,1,Dna;Mass spectrometry;Expressed gene;Protein;Molecule
242,1885,2100,1,Adenine;Xyy syndrome
243,1885,2100,1,Adenine;Xyy
244,1885,2100,1,Uracil;Birth defect
245,1889,1955,1,Amino acid sequence;Lysine;Conditional mutation;Protein;Gene
246,1889,1953,1,Lysine;Gene;Gene mutation;Conditional mutation
247,1889,2100,1,Lysine;Homeo-domain
248,1889,1953,1,Lysine;Gene;Mutation event;Conditional mutation
249,1889,1953,1,Lysine;Gene;Spontaneous mutation;Conditional mutation
250,1890,2100,1,Genetic determinism;Sociobiology
251,1895,2100,1,Gamete;Neo-darwinism
252,1895,2100,1,Standard deviation;Frequency histogram
253,1895,2100,1,Weismann barrier;Neo-darwinism
254,1896,2100,1,Xyy syndrome;Marfan syndrome
255,1896,1991,1,Dna;Conditional mutation;Genetic disorder;Marfan syndrome;Genetics
256,1896,1912,1,Marfan syndrome;Genetics;Gene mutation;Conditional mutation
257,1896,1912,1,Marfan syndrome;Genetics;Mutation event;Conditional mutation
258,1896,1912,1,Marfan syndrome;Genetics;Spontaneous mutation;Conditional mutation
259,1896,2100,1,Marfan syndrome;Xyy
260,1900,2100,1,Population genetics;Sociobiology
261,1900,1951,1,Cell (biology);Bacteria;Escherichia coli;Transgenic;Gene;Heredity;Natural selection
262,1900,2003,1,Cell (biology);Microtubules;Biology;Genetics;Developmental biology
263,1900,1911,1,Evolution;Manx (cat);Expressed gene;Developmental biology;Gene
264,1900,2100,1,Microtubules;Basal body
265,1900,2100,1,Alzheimer's disease;Informed consent
266,1900,2100,1,Dna sequencing;Complex trait
267,1900,2004,1,Mendelian inheritance;Complex trait;Dna sequencing;Genetics;Gene
268,1900,2100,1,Mimicry;Ecological genetics
269,1900,2100,1,Normal distribution;Multifactorial inheritance
270,1900,2100,1,Immunotherapy;Monoclonal antibody
271,1900,2100,1,Genetic predisposition;Multifactorial inheritance
272,1900,1986,1,Antibody;Monoclonal antibody;Immune system;Immunoglobulin (Ig)
273,1901,1953,1,Cell (biology);Sickle-cell disease;Valine;Amino acid;Natural selection
274,1901,2100,1,Candidate gene;Complex trait
275,1901,2100,1,Candidate gene;Multifactorial inheritance
276,1903,1911,1,Manx (cat);Developmental biology;Gene;Pleiotropy
277,1903,2003,1,Genotype;Complex trait;Gene;Dna sequencing
278,1903,2100,1,Genotype;Intersex
279,1904,2100,1,Bacteria;Kappa particle
280,1904,2100,1,Genetic disorder;Kartagener's syndrome
281,1904,2100,1,Sperm;Kartagener's syndrome
282,1904,1964,1,Sexual selection;Genotype;Evolution;Reproductive success;Natural selection
283,1904,1912,1,Genotype;Protein;Gene;Kartagener's syndrome
284,1904,2100,1,Axoneme;Kartagener's syndrome
285,1904,2100,1,Reproductive success;Random genetic drift
286,1905,2100,1,Genetic testing;Progeny testing
287,1905,2004,1,Chromosome;Dna;Sex chromosome;Genetics;Karyotype
288,1905,2005,1,Chromosome;Dna;Expressed gene;Karyotype;Sex chromosomes
289,1905,2100,1,Hemophilia;Sex chromosomes
290,1905,2005,1,Chromosome;Dna;Sex linkage;Sex chromosome;Genetics;Gene
291,1905,2005,1,Chromosome;Dna;Sex linked;Sex chromosome;Gene
292,1905,2005,1,Sex-influenced trait;Chromosome;Dna;Sex chromosome;Gene
293,1905,2005,1,Chromosome;Dna;Sex chromosome;X linkage;Gene
294,1905,2005,1,Chromosome;X linked;Dna;Sex chromosome;Gene
295,1905,1984,1,Genetic linkage map;Species;Dna;Population genetics;Mendelian inheritance;Mutation;Huntington's disease
296,1905,1984,1,Species;Dna;Population genetics;Mendelian inheritance;Mutation;Linkage analysis;Huntington's disease
297,1905,1984,1,Species;Dna;Linkage map;Population genetics;Mendelian inheritance;Mutation;Huntington's disease
298,1905,1984,1,Species;Dna;Population genetics;Mendelian inheritance;Mutation;Lod score method;Huntington's disease
299,1905,2100,1,Autotroph;Eukaryotic cell
300,1905,2100,1,Eukaryotic cell;Protoplast
301,1906,2100,1,Chromosome;Supergene
302,1906,1959,1,Cell (biology);Sigma factor;Enzyme;Cell nucleus;Gene
303,1906,2100,1,Genetic screening;Human gene therapy
304,1907,1928,1,Transformation (genetics);Genetics;Dna;Cell (biology)
305,1908,2100,1,Murine;Parental imprinting
306,1911,2002,1,Developmental biology;Gene;Phenotypic variance;Biology
307,1911,2100,1,Adenine;Phenotypic variance
308,1911,2100,1,Somatic cell;Phenotypic variance
309,1912,1955,1,Allele;Genotype;Phenotype;Test cross
310,1912,2100,1,Sequencing;Reverse genetics
311,1912,2100,1,Genomics;Reverse genetics
312,1912,2006,1,Nucleolus;Satellite chromosome;Dna;Chromosome
313,1913,2100,1,Genetic testing;Carrier testing
314,1913,2100,1,Allele;Genetic variance
315,1913,2100,1,Statistics;Genetic variance
316,1920,2100,1,Chromosome;Lysogen
317,1920,1994,1,Gene;Expressed gene;Evolution;Gene pool
318,1928,1983,1,Speciation;Mutation;Selfish DNA;Evolution
319,1928,2003,1,Allele;Speciation;Population genetics;Evolution;Wahlund effect;Gene
320,1928,1965,1,Flow karyotyping;Genomic imprinting;Genetic testing;Genetic disorder;Mutation;Genetics;Selfish DNA
321,1929,2014,1,Mosaic (genetics);Genetics;Gene;Mutation
322,1929,1976,1,Dna;Escherichia coli;Adenosine triphosphate;Dna sequencing;Rho factor;Gene
323,1929,2100,1,Mosaic (genetics);Phage
324,1930,1931,1,Molecular biology;Biology;Genetics;Classical genetics;Gene interaction
325,1930,2100,1,Molecular biology;Directed mutagenesis
326,1930,2100,1,Molecular biology;Monoclonal antibody
327,1930,2100,1,Amino acid;Transferase
328,1930,2100,1,Adenosine;Molecule
329,1930,1960,1,Transferase;Dna;Gene;Amino acid;Molecule
330,1930,2100,1,Brachydactyly;Oligogenic
331,1930,1964,1,Sexual selection;Kin selection;Reproductive success;Evolution
332,1930,2100,1,Kin selection;Genetic determinism
333,1931,1952,1,Cell (biology);Bacteria;Reporter gene;Protein;Gene
334,1931,1952,1,Cell (biology);Reporter gene;Molecular biology;Protein;Gene
335,1931,2100,1,Species;Microbiological culture
336,1931,2100,1,Species;Compartment (development)
337,1931,2100,1,Molecule;Molecular imprinting
338,1931,2100,1,Molecular imprinting;Self-assembly
339,1934,1991,1,Phenylketonuria;Dna;Phenylalanine;Genetics;Amino acid
340,1936,1987,1,Cell (biology);Threonine;Bacteria;Escherichia coli;Amino acid
341,1940,2100,1,Natural selection;Fluctuation test
342,1940,2100,1,Variance;Fluctuation test
343,1940,2100,1,Mean;Fluctuation test
344,1940,2100,1,Poisson distribution;Fluctuation test
345,1943,2100,1,Sex chromosomes;Fragile X syndrome
346,1943,2003,1,Chromosome;Dna;Sex linked;Fragile X syndrome;Gene;Sex chromosomes
347,1943,2003,1,Sex-influenced trait;Chromosome;Dna;Fragile X syndrome;Gene;Sex chromosomes
348,1943,2003,1,Chromosome;Dna;Fragile X syndrome;X linkage;Gene;Sex chromosomes
349,1943,2003,1,Chromosome;X linked;Dna;Fragile X syndrome;Gene;Sex chromosomes
350,1946,1951,1,Gene;Exconjugant;Dna;Bacteria
351,1946,1951,1,Gene;Interrupted mating;Dna;Bacteria
352,1946,1951,1,Sexduction;Gene;Dna;Bacteria
353,1946,1952,1,Transformation (genetics);Cell (biology);Bacterial conjugation;Bacteria
354,1946,1952,1,Transformation (genetics);Cell (biology);Exconjugant;Bacteria
355,1946,1952,1,Transformation (genetics);Cell (biology);Interrupted mating;Bacteria
356,1946,1952,1,Transformation (genetics);Sexduction;Cell (biology);Bacteria
357,1946,1983,1,Eukaryote;Insertion sequence;Exconjugant;Bacteria
358,1946,1983,1,Eukaryote;Interrupted mating;Insertion sequence;Bacteria
359,1946,1983,1,Sexduction;Eukaryote;Insertion sequence;Bacteria
360,1947,2100,1,Lysis;Exogenote
361,1947,1986,1,Chromosome;Dna;Exconjugant;Bacteria;Bacterial conjugation;Evolution;Genetics;Mutation;Gene;Fertility factor (bacteria)
362,1947,1986,1,Chromosome;Dna;Bacteria;Bacterial conjugation;Evolution;Genetics;Mutation;Interrupted mating;Gene;Fertility factor (bacteria)
363,1947,1986,1,Chromosome;Dna;Bacteria;Sexduction;Bacterial conjugation;Evolution;Genetics;Mutation;Gene;Fertility factor (bacteria)
364,1947,2100,1,Sickle-cell disease;Genetic counseling
365,1947,2100,1,Genetic counseling;Fragile X syndrome
366,1948,2100,1,Population genetics;Human genetics
367,1948,2100,1,Cytogenetics;Human genetics
368,1948,2100,1,Genetic counseling;Human genetics
369,1948,2100,1,Human genetics;Y-chromosomal Adam
370,1949,1951,1,Bacteria;Nucleic acid;Evolution;Gene;Conserved sequence
371,1949,1951,1,Conserved sequence;Phylogenetics;Evolution;Bacteria
372,1949,1950,1,Nucleic acid;Biology;Genomics;Gene;Conserved sequence
373,1950,1985,1,Mu phage;Dna;Escherichia coli;Phage;Genetics
374,1950,1953,1,Cell (biology);Dna;In vivo;Gene;Natural selection
375,1950,2100,1,Chromosome;Bead theory
376,1950,1991,1,Cell (biology);Mutation;Primary spermatocyte;Somatic cell;Somatic cells
377,1950,2100,1,Classical genetics;Restriction enzyme
378,1950,2100,1,Statistics;Bioinformatics
379,1950,1985,1,Mu phage;Bacteria;Eukaryote;Evolution;Insertion sequence;Genetics;Mutation;Gene
380,1950,2100,1,Gene conversion;Primary spermatocyte
381,1951,2100,1,Amniocentesis;Spina bifida
382,1951,2100,1,Pathogen;Applied genetics
383,1951,2100,1,Mosaicism;Applied genetics
384,1951,2100,1,Applied genetics;Hybrid (biology)
385,1951,2100,1,Applied genetics;Somatostatin
386,1951,1980,1,Chromosome;Dna;Genetic testing;Amniocentesis;Spina bifida;Genetic disorder;Birth defect;Down syndrome
387,1951,2100,1,Congenital;Spina bifida
388,1951,2003,1,Complex trait;Gene;Dna sequencing;Regulation of gene expression
389,1951,2100,1,Spina bifida;Manx (cat)
390,1951,2100,1,Spina bifida;Multifactorial inheritance
391,1952,2100,1,Fluctuation test;Replica plating
392,1953,2100,1,Genetic code;Forensics
393,1953,2006,1,Flow karyotyping;Mosaic (genetics);Biology;Genetics;Morphogenesis;Developmental biology;Gene
394,1953,2100,1,Morphogenesis;Homeobox
395,1954,2003,1,Biology;Genetics;Morphogenesis;Developmental biology;Epigenetics
396,1954,2100,1,Developmental biology;Pattern formation
397,1954,2100,1,Tryptophan;Applied genetics
398,1954,2100,1,Dauermodification;Pattern formation
399,1955,2100,1,Punnett square;Probability
400,1956,1978,1,Cell (biology);Molecular biology;Amino acid;Consensus sequence
401,1957,2002,1,Dna;Phenotypic variance;Biology;Central dogma of molecular biology;Gene
402,1958,2100,1,Chromosomal translocation;Burkitt lymphoma
403,1958,2100,1,Burkitt lymphoma;Prognosis
404,1958,2100,1,Burkitt lymphoma;Electrophoresis
405,1959,2100,1,Species;R factor
406,1959,2100,1,Species;R plasmid
407,1959,2006,1,Chromosome;Dna;Genetic disorder;Genetics;Down syndrome;Lyon hypothesis;Dominance (genetics)
408,1959,2006,1,Chromosome;Transcription (genetics);Dna;Satellite chromosome
409,1959,2003,1,Chromosome;Sex linkage;Genetics;Gene;Dominance (genetics);X-inactivation
410,1959,2003,1,Chromosome;Dna;Sex linked;Gene;X-inactivation
411,1959,2003,1,Sex-influenced trait;Chromosome;Dna;Gene;X-inactivation
412,1959,2003,1,Chromosome;Dna;X linkage;Gene;X-inactivation
413,1959,2003,1,Chromosome;X linked;Dna;Gene;X-inactivation
414,1960,2100,1,Electroporation;Protoplast
415,1960,2100,1,In vivo;Directed evolution
416,1960,2100,1,Mitochondrial DNA;Genetic history of Europe
417,1960,2100,1,Mitochondrial DNA;Mullerian mimicry
418,1960,2100,1,Mitochondrial DNA;Mitochondrial Eve
419,1960,2100,1,Reporter gene;Gene fusion
420,1960,1995,1,Phenylketonuria;Genetics;Newborn screening;Birth defect
421,1960,1995,1,Phenylketonuria;Genetics;Congenital;Newborn screening
422,1960,2100,1,Trna;Lysogen
423,1960,2100,1,Selfish DNA;Non-coding DNA
424,1960,2100,1,Non-coding DNA;Mullerian mimicry
425,1961,2100,1,Molecule;Topoisomer
426,1961,2003,1,Dna;Complex trait;Dna sequencing;Genetics;Gene;Messenger RNA
427,1961,2100,1,Carcinogen;Intercalating agent
428,1961,1984,1,Monocistronic mRNA;Bacteria;Expressed gene;Developmental biology;Stem cell
429,1961,1984,1,Bacteria;Polycistronic mRNA;Expressed gene;Developmental biology;Stem cell
430,1961,2005,1,Cell (biology);Dna;Transcription (genetics);Carcinogen;Intercalating agent;Heredity
431,1961,2100,1,Pattern formation;Fibroblasts
