i,birth,death,dim,cavity,death_nodes
137,2020,2100,1,Biological response modifiers;Colony-stimulating factor,
138,2020,2100,1,Growth factor;Interleukin 7,
139,2020,2100,1,Cytotoxicity;Innate lymphoid cell,
140,2020,2100,1,Cytotoxicity;Lymphotoxin alpha,
141,2020,2100,1,Cytotoxicity;Macrophage-activating factor,
142,2020,2100,1,Cytotoxicity;Priming (immunology),
143,2020,2100,1,Stat protein;Stat5,
144,2020,2100,1,Stat protein;Stat3,
145,2020,2100,1,Stat protein;Interleukin-13 receptor,
146,2020,2100,1,Stat protein;Proinflammatory cytokine,
147,2020,2100,1,Il1b;Proinflammatory cytokine,
148,2020,2100,1,Myd88;Interleukin-1 receptor family,
149,2020,2100,1,Myd88;Interleukin-1 receptor-associated kinase,
150,2020,2100,1,Stat6;Interleukin-13 receptor,
151,2020,2100,1,Stat6;Stimulator of interferon genes,
152,1960,2100,2,Immunity (medical);Adaptive immune system;Allergy,
