i,birth,death,dim,cavity,death_nodes
56,1953,2100,0,Gardner Fox,
57,1957,1974,0,Robot;Godzilla vs. SpaceGodzilla,Godzilla vs. Mechagodzilla II
58,1960,1994,0,Incremental heuristic search;Robotics,D*
59,1960,1961,0,Automation;Cleanroom,Epson Robots
60,1960,2020,0,Robot;Music and artificial intelligence,Robot control
61,1963,1968,0,Tetsujin 28-go;Osamu Tezuka,Ken Ishikawa (manga artist)
62,1963,1992,0,Stefano Nolfi;Robotics,Evolutionary robotics
63,1966,1981,0,Biohazard;Robotics,Manipulator (device)
64,1970,1972,0,Chōdenji Machine Voltes V;Go Nagai,Mazinger Z
65,1973,2004,0,Lunokhod 2;Robotics,Opportunity rover
66,1974,1975,0,Terror of Mechagodzilla;Mechani-kong,Godzilla vs. King Ghidorah
67,1975,1982,0,Type-2 fuzzy sets and systems;Expert system,Perceptual Computing
68,1977,2020,0,Rodney Brooks;Automated Mathematician,Ijcai Computers and Thought Award
69,1978,1994,0,Mark Pauline;Robotics,Eric Paulos
70,1980,2009,0,Motion controller;Artificial Intelligence,Kinect
71,1980,2100,0,Knowledge level,
72,1981,2014,0,Galaxina;Cyborg,Star Wars
73,1984,1988,0,Kryten;John Lenahan,Red Dwarf
74,1990,1992,0,321 kinematic structure;Kinemation,Inverse kinematics
75,1994,2010,0,Klann linkage;Robotics,Kinematic chain
76,1995,2100,0,Automatika,
77,1995,1996,0,Robot;Lynxmotion,Robot kit
78,1995,1996,0,Robot Football;Robot,Federation of International Robot-soccer Association
79,1998,2018,0,Ecovacs Robotics;Autonomous robot,Service robot
80,2000,2100,0,Janice Kawaye,
81,2000,2002,0,Robot;Wakamaru,Personal Robot
82,2000,2020,0,Robot;Xianxingzhe,Humanoid robot
83,2001,2002,0,Energid Technologies;Robot,Robot software
84,2002,2008,0,Howie Choset;Robotics,Seth A. Hutchinson
85,2003,2004,0,Markov logic network;Machine learning,Constrained Conditional Models
86,2004,2020,0,Archie Humanoid Robot;Robot,Humanoid robot
87,2004,2005,0,Leoben Conoy;Tory Foster,Samuel Anders
88,2005,2013,0,Albert Hubo;Future of robotics,David Hanson (robotics designer)
89,2005,2020,0,Simbad robot simulator;Robotics,Robotics suite
90,2006,2100,0,Haile (robot),
91,2006,2100,0,Nano Quest,
92,2007,2020,0,Robot;Robot fetishism,Humanoid robot
93,2008,2009,0,Femisapien;Electronics,Robosapien
94,2011,2100,0,Robotic book scanner,
95,2014,2020,0,Pepper (robot);Robot,Humanoid robot
96,2020,2100,0,Calo,
97,2020,2100,0,Cog (project),
98,2020,2100,0,Atlantis architecture,
99,2020,2100,0,Star world,
100,2020,2100,0,Hoap,
101,2020,2100,0,Godzilla vs. Megalon,
102,2020,2100,0,Mahru,
103,2020,2100,0,Prowler,
104,2020,2100,0,Robogeisha,
105,-1999,2100,1,Artificial Intelligence;Commonsense reasoning,
106,-1999,2100,1,Artificial Intelligence;Knowledge-based Configuration,
107,-1900,1964,1,Robotics;Turing test;Artificial intelligence;Artificial Intelligence,Natural language understanding
108,-1900,608,1,Electronic engineering;Technology;Telecommunications;Robotics,Electronics
109,-1900,609,1,Electronic engineering;Technology;Robotics;Future of robotics,Glossary of robotics
110,-1900,1990,1,Technology;Artificial intelligence;Robotics;Future of robotics,Autonomous robot
111,-1900,2100,1,Nanorobotics;Microrobotics,
112,-1900,1930,1,Physics;Artificial intelligence;Philosophy;Technology;Robotics,Cognitive science
113,-1900,2100,1,Engineering;Applied science,
114,-1900,2100,1,Engineering;Outline of technology,
115,-1900,1931,1,Philosophy;Artificial intelligence;Robotics;Artificial Intelligence,Automated reasoning
116,-1900,2100,1,Artificial Intelligence;Cybernetics,
117,-1900,-1800,1,Science;Future of robotics;Cybernetics;Physics;Technology;Engineering,Mechanical engineering
118,-1900,2100,1,Humanoid;Future of robotics,
119,-1900,2100,1,Humanoid;History of robots,
120,-1900,2100,1,Future of robotics;Passive dynamics,
121,-1899,2100,1,Automation;Hydraulics,
122,-1899,2100,1,Automation;Ken Goldberg,
123,-1899,2100,1,Uncanny valley;Humanoid,
124,-1899,2100,1,Pneumatics;Future of robotics,
125,-1800,2100,1,Robot;Nanorobotics,
126,-1800,2100,1,Robot;The Day the Earth Stood Still,
127,-1800,2100,1,Robot;History of robots,
128,-1800,1623,1,Mechanical engineering;Biology;Cybernetics;Science,Computer Science
129,-1800,2100,1,Biology;Passive dynamics,
130,-1800,2100,1,Automation;Electrical Engineering,
131,-1799,1940,1,Ethics of artificial intelligence;Robot;Artificial intelligence;Robotics,Robotic laws
132,-1799,2100,1,Wheel;Differential wheeled robot,
133,-1799,2100,1,Automation;Liquid handling robot,
134,-1799,2100,1,Artificial Intelligence;Robotic arm,
135,-1799,2100,1,Artificial Intelligence;Ethics of artificial intelligence,
136,-1797,2100,1,Degrees of freedom (engineering);Underactuation,
137,-1700,-1699,1,Biology;Science;Psychology;Physics;Artificial intelligence;Philosophy,Emergent behaviour
138,-1699,2100,1,Biology;Marvin the Paranoid Android,
139,-1699,2100,1,Psychology;Marvin the Paranoid Android,
140,-1600,2100,1,Engineering;Cartesian coordinates,
141,-1500,2100,1,Oxford English Dictionary;Arts,
142,-1500,2100,1,Philosophy;Arts,
143,100,2100,1,Stewart platform;Robocrane,
144,101,2100,1,Sensor;Tactile sensor,
145,101,2100,1,Sensor;Electrical Engineering,
146,101,608,1,Robotics;Electronic engineering;Sensor;Future of robotics;Electrical Engineering,Electronics
147,102,2100,1,Engineering;Robot-sumo,
148,102,2100,1,Sensor;Robot-sumo,
149,120,2100,1,Institution of Engineering and Technology;Electrical Engineering,
150,160,2100,1,Institute of Electrical and Electronics Engineers;Electrical Engineering,
151,161,2100,1,Institute of Electrical and Electronics Engineers;Surena (robot),
152,200,2100,1,Applied science;History of technology,
153,300,2100,1,Future of robotics;Meinü robot,
154,321,2100,1,321 kinematic structure;Serial manipulator,
155,608,2100,1,Electronics;Feedback control,
156,608,2100,1,Electronics;Seiko Epson,
157,609,2100,1,Electronics;Linear,
158,609,2100,1,Linear;Linear actuator,
159,1495,2100,1,Future of robotics;Leonardo's robot,
160,1713,2100,1,Science;Game theory,
161,1739,2100,1,Digesting Duck;Future of robotics,
162,1800,2100,1,Teleoperation;Future of robotics,
163,1812,2100,1,Lost in Space;Robotoid,
164,1849,2100,1,Unmanned aerial vehicle;Future of robotics,
165,1849,2100,1,Research and development;Unmanned aerial vehicles,
166,1849,2100,1,Microelectromechanical systems;Unmanned aerial vehicles,
167,1862,2100,1,Servomechanism;Control engineering,
168,1862,2100,1,Servomechanism;Feedback control,
169,1862,2100,1,Servomechanism;Future of robotics,
170,1863,2100,1,Automation;Physical computing,
171,1863,2100,1,Servo motor;Servomechanism,
172,1863,2100,1,Servo motor;Linear actuator,
173,1863,2100,1,Servomechanism;Physical computing,
174,1863,2100,1,Servomechanism;Robotis Bioloid,
175,1890,2100,1,Karel Čapek;Artificial Intelligence,
176,1902,2100,1,Science;Science fiction film,
177,1902,2100,1,Science fiction film;Wall-e,
178,1902,2100,1,Science fiction film;Star Trek First Contact,
179,1917,2100,1,Arthur C. Clarke;The Day the Earth Stood Still (1951 film),
180,1920,1931,1,Computer science;Fuzzy logic;Artificial Intelligence;Artificial intelligence,Automated reasoning
181,1920,2100,1,Odometry;Driverless car,
182,1920,2100,1,Institute of Electrical and Electronics Engineers;Driverless car,
183,1920,2100,1,Computer Science;Ernesto Morgado,
184,1920,2100,1,Ernesto Morgado;Mechanical Engineering,
185,1921,2100,1,Driverless car;Ernst Dickmanns,
186,1925,2100,1,Metropolis (1927 film);List of fictional robots and androids,
187,1931,2100,1,Psychology;Motor control,
188,1931,2100,1,Game theory;Rational agent,
189,1931,2100,1,Logic programming;Probabilistic logic network,
190,1931,2100,1,Ethics;Rational agent,
191,1931,2100,1,Behavioral science;History of technology,
192,1931,2100,1,Biomechanics;Motor control,
193,1933,2100,1,Artificial consciousness;Strong AI (disambiguation),
194,1938,2100,1,Three Laws of Robotics;Bolo (tank),
195,1939,2100,1,Physics;Computer Engineering,
196,1939,1940,1,Computer Engineering;Computer science;Electrical Engineering;Engineering,Software engineering
197,1939,2100,1,Sensor;Computer Engineering,
198,1939,2100,1,Serial manipulator;Parallel manipulator,
199,1939,2100,1,Stewart platform;Parallel manipulator,
200,1940,2100,1,Computer science;Turtle (robot),
201,1940,2100,1,Robot;Turtle (robot),
202,1940,2100,1,Biology;Artificial neural network,
203,1940,2100,1,Sensor;Turtle (robot),
204,1940,2100,1,Arthur C. Clarke;Robert Heinlein,
205,1940,1980,1,Artificial neural network;Artificial intelligence;Robotics;Artificial Intelligence,Computational intelligence
206,1940,2100,1,Artificial neural network;Unmanned aerial vehicles,
207,1940,2100,1,Research and development;Robotic laws,
208,1940,2100,1,Paul Verhoeven;Robert Heinlein,
209,1941,1964,1,I, Robot;Liar! (short story);Future of robotics;Three Laws of Robotics;Karel Čapek;Robotics,Isaac Asimov
210,1942,1970,1,Ray Solomonoff;Artificial intelligence;Robotics;Artificial Intelligence,Ai winter
211,1942,2100,1,Remote manipulator;Robert Heinlein,
212,1948,2100,1,Engineering;Particle filter,
213,1948,2100,1,Engineering;Theo Jansen,
214,1948,2100,1,Osamu Tezuka;Robita,
215,1948,2100,1,Astrochicken;Clanking replicator,
216,1950,2100,1,Biology;Bionics,
217,1950,2100,1,Engineering;Bionics,
218,1950,2100,1,Applied science;Informatics (academic field),
219,1950,2100,1,Oxford English Dictionary;Informatics (academic field),
220,1950,2100,1,Automation;Informatics (academic field),
221,1950,2100,1,Victor Scheinman;Arm solution,
222,1950,2100,1,Neural network;Bionics,
223,1950,2100,1,Artificial Intelligence;Means-ends analysis,
224,1950,2100,1,Artificial brain;Philosophy of artificial intelligence,
225,1950,2100,1,Biomimetic;Bionics,
226,1951,2100,1,Hexapod (robotics);Bionics,
227,1951,2100,1,Hexapod (robotics);Stewart platform,
228,1951,2100,1,Biomimetic;Biorobotics,
229,1954,2100,1,Rodney Brooks;Astrochicken,
230,1954,2100,1,Rodney Brooks;Future of robotics,
231,1954,2100,1,Kevin Warwick;Institution of Engineering and Technology,
232,1955,2100,1,Automation;Fanuc,
233,1955,2100,1,Fanuc;Servomechanism,
234,1955,2100,1,Rodney Brooks;Embodied cognitive science,
235,1956,2100,1,Electronics;Automatic painting (robotic),
236,1956,2100,1,Artificial intelligence;Automatic painting (robotic),
237,1956,2100,1,Animatronics;Real Steel,
238,1956,2100,1,Cognitive robotics;Embodied cognitive science,
239,1956,2100,1,Cognitive robotics;Future of robotics,
240,1956,2100,1,Robby the Robot;Robotoid,
241,1957,2100,1,Automation;Reis Robotics,
242,1957,2100,1,Autonomous Underwater Vehicle;Biomimetic,
243,1957,2100,1,Autonomous Underwater Vehicle;Festo,
244,1958,2100,1,Nasa;American robotics,
245,1958,2100,1,Nasa;Astrochicken,
246,1958,2100,1,Nasa;Wall-e,
247,1958,2100,1,Nasa;Future of robotics,
248,1958,2100,1,Nasa;Jaydev P. Desai,
249,1958,2100,1,Nasa;Nomad rover,
250,1958,2100,1,Nasa;Waldo (short story),
251,1958,2100,1,Roboticist;Steve Grand (roboticist),
252,1959,2100,1,Arthur C. Clarke;Nanomorph,
253,1959,2100,1,Nasa;Motion (physics),
254,1959,2100,1,Nasa;Zoë (robot),
255,1959,2100,1,Replicator (Stargate);Nanomorph,
256,1959,2100,1,Remote manipulator;Nanomorph,
257,1959,2100,1,Nanomorph;T-1000,
258,1960,2100,1,Artificial intelligence;Johns Hopkins Beast,
259,1960,2100,1,Biology;Bio-inspired computing,
260,1960,2100,1,Artificial neural network;Computer vision,
261,1960,2100,1,Cyborg;Science fiction film,
262,1960,2100,1,Aerobot;Unmanned aerial vehicle,
263,1960,2100,1,Aerospace;Computer-aided design,
264,1960,2100,1,Artificial Intelligence;Johns Hopkins Beast,
265,1960,2100,1,Machine learning;Christopher G. Atkeson,
266,1960,2100,1,Knowledge-based systems;Intelligent decision support systems,
267,1960,1961,1,Artificial Intelligence;Computer vision;Future of robotics;Artificial intelligence;Robotics,Hans Moravec
268,1960,2100,1,Computer vision;Takeo Kanade,
269,1960,2100,1,Modal logic;Epistemic modal logic,
270,1960,2100,1,Motion (physics);Bang-bang robot,
271,1960,2100,1,Motion (physics);Kinematics,
272,1960,2100,1,Degrees of freedom (engineering);Bang-bang robot,
273,1960,2100,1,Biomimetic;Bio-inspired computing,
274,1960,1971,1,Control engineering;Engineering cybernetics;Cybernetics;Mechanical engineering;Engineering,Mechatronics engineering
275,1960,2100,1,Computer-aided design;Electrical Engineering,
276,1960,2100,1,Computer-aided design;Mechanical Engineering,
277,1960,2100,1,Computer-aided design;Prosthetic,
278,1960,2100,1,Computer-aided design;Robert Heinlein,
279,1960,2100,1,Dynamics (physics);Future of robotics,
280,1960,2100,1,Future of robotics;Haptic technology,
281,1960,2100,1,Haptic technology;Telerobotics,
282,1961,2100,1,Physics;Latent variable,
283,1961,2100,1,Engineering;Latent variable,
284,1961,2100,1,Cyborg;Hybrot,
285,1961,2100,1,Cyborg;List of Doctor Who robots,
286,1961,2100,1,Automation;Motoman,
287,1961,2100,1,Epson Robots;Cartesian coordinate robot,
288,1961,2100,1,Artificial Intelligence;Machine perception,
289,1961,2100,1,Evolution Robotics;Computer vision,
290,1961,2100,1,Evolution Robotics;Navigation research,
291,1961,2100,1,Computer vision;Hartmut Neven,
292,1961,2100,1,Computer vision;Pose (computer vision),
293,1961,2100,1,Computer vision;Visual odometry,
294,1961,2100,1,Game theory;Wearable augmented task-list interchange device,
295,1961,2100,1,Artificial intelligence systems integration;Blackboard system,
296,1961,2100,1,Humanoid;Mikamo and Yataka,
297,1961,2100,1,Dynamics (physics);Robot calibration,
298,1961,2100,1,Cleanroom;Motoman,
299,1961,2100,1,Kinematics;Robot calibration,
300,1962,2100,1,Jaydev P. Desai;Vijay Kumar (roboticist),
301,1964,2010,1,Natural language understanding;Robot;Artificial intelligence;Robotics,Human-robot interaction
302,1964,2100,1,Isaac Asimov;Liar! (short story),
303,1964,2100,1,Isaac Asimov;Farewell to the Master,
304,1964,2100,1,Isaac Asimov;Twiki (robot),
305,1964,2100,1,Gene Roddenberry;Star Trek Nemesis,
306,1965,2100,1,Isaac Asimov;R. Daneel Olivaw,
307,1966,2100,1,Computer vision;Shakey the robot,
308,1966,2100,1,Computer vision;Shakey the Robot,
309,1966,2100,1,Natural language processing;Shakey the robot,
310,1966,2100,1,Natural language processing;Shakey the Robot,
311,1966,2100,1,Institute of Electrical and Electronics Engineers;Shakey the Robot,
312,1966,2100,1,Film;Mechani-kong,
313,1966,2100,1,Digital image processing;Shakey the Robot,
314,1967,2100,1,King Kong Escapes;Mechani-kong,
315,1968,2100,1,Nasa;Hal 9000,
316,1968,2100,1,Hal 9000;Vocoder,
317,1969,2100,1,Automation;Gerd Hirzinger,
318,1969,2100,1,Logic programming;Planner (programming language),
319,1970,2100,1,Electronics;Self-reconfiguring modular robot,
320,1970,2100,1,Automation;Masahiro Mori (roboticist),
321,1970,2100,1,Ai winter;Knowledge-based systems,
322,1970,2100,1,Science fiction film;Star Wars (film),
323,1970,2100,1,Nasa;Mars Pathfinder,
324,1970,2100,1,Natural language processing;Michael Collins (computational linguist),
325,1970,2100,1,Star Wars (film);Twiki (robot),
326,1970,2100,1,Computational linguistics;Michael Collins (computational linguist),
327,1970,2100,1,Rapid prototyping;Computer-aided design,
328,1970,2020,1,Getter Robo;Grendizer;Go Nagai;Grendizer (mecha),Super Robot
329,1971,2100,1,Mechatronics;Animatronics,
330,1971,2100,1,Mechatronics;Stäubli,
331,1971,2100,1,Automation;Mechatronics engineering,
332,1971,2100,1,Claytronics;Ensemble axiom,
333,1971,2100,1,Japan Robot Association;Stäubli,
334,1971,2100,1,Mechatronics engineering;Optical engineering,
335,1972,2017,1,Sensor;Player Project;Arduino;Robot;Robotics,Microsoft Robotics Studio
336,1972,2100,1,Mazinger Z;Grendizer (mecha),
337,1973,2100,1,Embodied cognition;Opencog,
338,1973,2100,1,Opencog;Probabilistic logic network,
339,1975,2100,1,Machine learning;Cerebellar Model Articulation Controller,
340,1975,2100,1,Human–computer interaction;Computer Science,
341,1976,2100,1,Automation;Intelligent Actuator,
342,1976,2100,1,Science fiction film;Bicentennial Man (film),
343,1976,2100,1,Cartesian coordinate robot;Intelligent Actuator,
344,1977,2100,1,Artificial intelligence;Droid (Star Wars),
345,1977,2100,1,Nasa;K-9 (Doctor Who),
346,1977,2100,1,Godzilla vs. Mechagodzilla;Godzilla vs. Mechagodzilla II,
347,1978,2100,1,Robocop;Fritz Lang,
348,1978,2100,1,Robocop;Droid (Star Wars),
349,1978,2100,1,Robocop;Paul Verhoeven,
350,1979,2100,1,Association for the Advancement of Artificial Intelligence;Shakey the Robot,
351,1980,2100,1,Artificial intelligence;Robotic surgery,
352,1980,2100,1,Artificial intelligence;Robot-assisted heart surgery,
353,1980,2100,1,Wheel;Smash Martians,
354,1980,2100,1,Biology;Laboratory robotics,
355,1980,2100,1,Artificial Intelligence;Nouvelle AI,
356,1980,2100,1,Rodney Brooks;Allen (robot),
357,1980,2100,1,Rodney Brooks;Subsumption architecture,
358,1980,2100,1,Allen (robot);Knowledge representation,
359,1980,2100,1,Subsumption architecture;Behavior-based robotics,
360,1980,2100,1,Robotic surgery;Remote manipulator,
361,1980,2100,1,Osamu Tezuka;Pluto (Astro Boy),
362,1980,2100,1,Mobile robot;Robotic vacuum cleaner,
363,1980,2100,1,Powered exoskeleton;Sarcos,
364,1980,2100,1,Microelectromechanical systems;Sarcos,
365,1980,2100,1,Mechanical Engineering;Roderic Grupen,
366,1980,2100,1,Gobots;Transformers,
367,1980,2100,1,Remote manipulator;Robot-assisted heart surgery,
368,1980,2100,1,Robot-assisted heart surgery;Intuitive Surgical,
369,1981,2100,1,Physics;Markov random field,
370,1981,2100,1,Computer vision;Markov random field,
371,1981,2100,1,Robotic arm;Manipulator (device),
372,1981,2100,1,Bayesian network;Markov random field,
373,1981,2100,1,Mobile robot;E-puck mobile robot,
374,1981,2100,1,Mobile robot;Robotino,
375,1981,2100,1,Self-reconfiguring modular robot;Spherical robot,
376,1981,2100,1,Computer-assisted surgery;Robot-assisted heart surgery,
377,1981,2100,1,Death Machine;Hardware (film),
378,1981,2100,1,Differential wheeled robot;E-puck mobile robot,
379,1981,2100,1,Parallel manipulator;Manipulator (device),
380,1981,2100,1,Telepresence;Remote surgery,
381,1982,2100,1,Computational intelligence;Perceptual Computing,
382,1982,2100,1,Mobile robot;Robot end effector,
383,1982,2100,1,Robot end effector;Future of robotics,
384,1983,2100,1,Articulated robot;Adept Technology,
385,1983,2100,1,Robot welding;Machine vision,
386,1983,2100,1,Isaac Asimov;Norby,
387,1983,2100,1,Adept Technology;Unimation,
388,1983,2100,1,Adept Technology;Epson Robots,
389,1983,2100,1,Computer vision;Machine vision,
390,1983,2100,1,Open-source hardware;Open-source robotics,
391,1983,2100,1,Automatix;Machine vision,
392,1983,2100,1,Machine vision;Driverless car,
393,1983,2100,1,Replicant;List of fictional gynoids,
394,1983,2100,1,Robot end effector;Remote Center Compliance,
395,1984,2100,1,Terminator Salvation;The Terminators (film),
396,1984,2100,1,Gobots;Robo Machines (comic),
397,1985,2100,1,Robot;Don Cuco El Guapo,
398,1985,2100,1,Degrees of freedom (engineering);Don Cuco El Guapo,
399,1986,2100,1,Autonomous Underwater Vehicle;Simultaneous localization and mapping,
400,1986,2100,1,Simultaneous localization and mapping;Extended Kalman filter,
401,1986,2100,1,Simultaneous localization and mapping;Hugh F. Durrant-Whyte,
402,1987,2100,1,Computer vision;Joint Compatibility Branch and Bound,
403,1987,2100,1,The Empire Strikes Back;Robocop 2,
404,1987,2100,1,Wolfram Burgard;Simultaneous localization and mapping,
405,1987,2100,1,Simultaneous localization and mapping;Joint Compatibility Branch and Bound,
406,1987,2100,1,Simultaneous localization and mapping;Udo Frese,
407,1987,2100,1,Forbidden Planet;Robocop 2,
408,1988,2100,1,Science;Institute of Robotics and Intelligent Systems,
409,1988,2100,1,Institute of Robotics and Intelligent Systems;Research and development,
410,1989,2100,1,Artificial intelligence;Swarm intelligence,
411,1989,2100,1,Artificial intelligence;Red Dwarf characters,
412,1989,2100,1,Institute of Electrical and Electronics Engineers;Velocity obstacle,
413,1989,2100,1,Kryten;Red Dwarf characters,
414,1990,2100,1,Autonomous robot;Robotic vacuum cleaner,
415,1990,2100,1,Autonomous robot;Self-replicating machine,
416,1990,2100,1,Artificial intelligence;Aibo,
417,1990,2100,1,Sensor;Packbot,
418,1990,2100,1,Sensor;Smart objects,
419,1990,2100,1,Affective computing;Kismet (robot),
420,1990,2100,1,Aibo;Evolution Robotics,
421,1990,2100,1,Knowledge representation;Hybrid neural network,
422,1990,2100,1,Electrical engineering;Robert C. Michelson,
423,1990,2100,1,Mystery Science Theater 3000;Santa Claus Conquers the Martians,
424,1990,2100,1,Competitions and prizes in artificial intelligence;Robert C. Michelson,
425,1991,2100,1,Engineering;Guidance, navigation, and control,
426,1991,2100,1,Automation;Motion planning,
427,1991,2100,1,Motion planning;Unmanned aerial vehicles,
428,1991,2100,1,Telerobotics;Guidance, navigation, and control,
429,1992,2100,1,Artificial intelligence;Situated,
430,1992,2100,1,Artificial intelligence;Situated robotics,
431,1992,2100,1,Boston Dynamics;Engineering,
432,1992,2100,1,Boston Dynamics;Marc Raibert,
433,1992,2100,1,Sensor;Percept (artificial intelligence),
434,1992,2100,1,Artificial neural network;Evolutionary robotics,
435,1992,2100,1,Inverse kinematics;Motion planning,
436,1992,2100,1,Intelligent agent;Autonomous agent,
437,1992,2100,1,Intelligent agent;Percept (artificial intelligence),
438,1992,2100,1,Intelligent agent;Ubiquitous robot,
439,1992,2100,1,Machine learning;Evolutionary robotics,
440,1992,2100,1,Fuzzy logic;Fuzzy agent,
441,1992,2100,1,Computer vision;Seth J. Teller,
442,1992,2100,1,Artificial Ants;Swarm intelligence,
443,1992,2100,1,Artificial Ants;Telecommunications,
444,1992,2100,1,Motion planning;Pfaffian constraint,
445,1992,2100,1,Motion planning;Visibility graph,
446,1992,2100,1,Cybernetics;Cyborg Anthropology,
447,1992,2100,1,Embodied agent;Mobile robot,
448,1992,2100,1,Kalman filter;Autonomous Underwater Vehicle,
449,1992,2100,1,Kalman filter;Extended Kalman filter,
450,1992,2100,1,Kalman filter;Guidance, navigation, and control,
451,1992,2100,1,Kalman filter;Latent variable,
452,1993,2100,1,Inverse kinematics;Forward kinematics,
453,1993,2100,1,Inverse kinematics;Joint constraints,
454,1993,2100,1,Artificial Intelligence;Reinforcement learning,
455,1993,2100,1,Software agent;Reinforcement learning,
456,1993,2100,1,Computer vision;Polly (robot),
457,1993,2100,1,Nasa;Virtual Intelligence,
458,1993,2100,1,Developmental robotics;Evolutionary robotics,
459,1993,2100,1,Motion (physics);Stochastic Roadmap Simulation,
460,1993,2100,1,Degrees of freedom (engineering);Forward kinematics,
461,1993,2100,1,Covariance intersection;Simultaneous localization and mapping,
462,1994,2100,1,Uncanny valley;The Puttermans,
463,1994,2100,1,Cognitive robotics;Robot learning,
464,1994,2100,1,Multi-agent system;Future of robotics,
465,1994,2100,1,Hybrid intelligent system;Neuro-fuzzy,
466,1994,2100,1,Hybrid intelligent system;Rough fuzzy hybridization,
467,1994,2100,1,D*;Sven Koenig (computer scientist),
468,1994,2100,1,D*;Navigation research,
469,1995,2100,1,Mechatronics;Autonomous vehicle,
470,1995,2100,1,Sensor;Openrave,
471,1995,2100,1,Automation;Autonomous vehicle,
472,1995,2100,1,Expert system;Connectionist expert system,
473,1995,2100,1,Teleoperation;Autonomous vehicle,
474,1995,2100,1,Multi-agent system;Autonomous vehicle,
475,1995,2100,1,Autonomous research robot;Francesco Mondada,
476,1995,2100,1,Autonomous vehicle;Electronic Stability Control,
477,1995,2100,1,Autonomous vehicle;D*,
478,1995,2100,1,Robotic vacuum cleaner;Friendly Robotics,
479,1995,2100,1,Concurrent MetateM;Gabbay's separation theorem,
480,1996,2100,1,Wheel;Whegs,
481,1996,2100,1,Sensor;Robot kit,
482,1996,2100,1,Autonomous vehicle;Robomagellan,
483,1996,2100,1,Robotics Certification Standards Alliance;Motoman,
484,1997,2100,1,Adaptable robotics;Automation,
485,1997,2100,1,Adaptable robotics;Servo motor,
486,1997,2100,1,Alien 3;Aliens (film),
487,1997,2100,1,Alien 3;Alien Resurrection,
