i,birth,death,dim,nodes
115,1983,2100,1,Gene duplication;Transposon
116,1983,2001,1,Genotype;Transposon
117,1983,2100,1,Peppered moth;Transposon
118,1992,2100,1,Henry Walter Bates;Mimicry
119,1992,2001,1,Mimicry;Convergent evolution
120,1992,2100,1,Mimicry;Ecological genetics
121,1992,2100,1,Mimicry;Wallace effect
122,1993,2100,1,Aposematism;Evidence of common descent
123,1994,2100,1,Population;Inclusive fitness
124,1995,2001,1,Species;Hierarchy of life
125,1995,2100,1,Domestication;Gene flow
126,1995,2100,1,Abiogenesis;Hierarchy of life
127,1995,2100,1,Population;Polymorphism (biology)
128,1995,2100,1,Theodosius Dobzhansky;Polymorphism (biology)
129,1995,2100,1,John Maynard Smith;The Major Transitions in Evolution
130,1995,2100,1,Language;The Major Transitions in Evolution
131,1996,2100,1,Homology (biology);Recombination (biology)
132,1996,2100,1,Microevolution;Ecological genetics
133,1996,2100,1,Gene flow;Transgressive phenotype
134,1996,2100,1,Genetic recombination;Transgressive phenotype
135,1996,2100,1,Genetic variation;Recombination (biology)
136,1998,2100,1,Gene-centered view of evolution;Particulate inheritance theory
137,2000,2001,1,Homology (biology);Trait (biological)
138,2000,2100,1,Race (biology);Trait (biological)
139,2000,2100,1,Evolutionary history of life;Trait (biological)
140,2000,2100,1,Trait (biological);Stabilizing selection
141,2016,2100,1,Cambrian explosion;Timeline of evolution
142,2016,2100,1,Abiogenesis;Timeline of evolution
143,2016,2100,1,Timeline of evolution;Symbiogenesis
144,2020,2100,1,Systematics;Insect evolution
145,2020,2100,1,Jean-baptiste Lamarck;Evolution of complexity
146,2020,2100,1,Miller–urey experiment;List of biology topics
147,2020,2100,1,Paraphyletic;Insect evolution
148,2020,2100,1,Parallel evolution;Recent African origin of modern humans
149,2020,2100,1,R/k selection theory;Life-history theory
150,2020,2100,1,R/k selection theory;Selection (biology)
151,1800,1809,2,Evolution;Alfred Russel Wallace;On The Origin of Species
152,1800,1809,2,Evolution;Creation-evolution controversy;On The Origin of Species
153,1800,2100,2,Species;Variety (botany);On The Origin of Species
154,1901,2100,2,Paleontology;Cladistics;On The Origin of Species
155,1901,2100,2,Species;Subspecies;On The Origin of Species
156,1901,2100,2,Cladistics;Clade;Molecular systematics
157,1903,2001,2,Allele;Genotype;Selection (biology)
158,1915,2100,2,J. B. S. Haldane;Abiogenesis;Selection (biology)
159,1941,2100,2,Evolutionary biology;Richard Dawkins;Selection (biology)
160,1966,2100,2,Cladistics;Clade;Evolutionary tree
161,1972,2100,2,Punctuated equilibrium;Creation-evolution controversy;Stephen Jay Gould
162,1973,2100,2,Stephen Jay Gould;Sociobiology;Richard Lewontin
163,1979,2100,2,Group selection;Unit of selection;Edward O. Wilson
164,1993,2100,2,Creation-evolution controversy;Evidence of common descent;Molecular clock
165,1994,2100,2,Speciation;Population;Population genetics
166,1995,2100,2,Fitness (biology);Allele;Population bottleneck
167,1995,2100,2,Allele;Gene flow;Wallace effect
168,1996,2001,2,Speciation;Microevolution;Population genetics
169,1997,2100,2,Allele frequency;Population;Selection (biology)
170,1997,2100,2,Allele frequency;Microevolution;Population genetics
171,1997,2100,2,Allele frequency;Population genetics;Motoo Kimura
172,1998,2100,2,Allele;Genetic recombination;Gene-centric view of evolution
173,1998,2100,2,Phenotype;Richard Dawkins;Gene-centric view of evolution
174,2001,2100,2,Paleontology;Molecular clock;List of biology topics
175,2001,2100,2,Cladistics;Evolutionary tree;List of biology topics
176,2001,2100,2,Gene;Hierarchy of life;List of biology topics
177,2001,2100,2,Population genetics;Genetic recombination;List of biology topics
178,2020,2100,2,Systematics;Phylogenetic tree;Evolutionary tree
179,2020,2100,2,Systematics;History of speciation;List of biology topics
180,2020,2100,2,Systematics;Joe Felsenstein;Molecular systematics
181,2020,2100,2,History of evolutionary thought;Jean-baptiste Lamarck;On The Origin of Species
182,2020,2100,2,Gradualism;Creation-evolution controversy;On The Origin of Species
