i,birth,death,dim,cavity,death_nodes
111,500,1645,1,Solar flare;Ionosphere;D region;Sun;Space weather,Solar variation
112,500,1600,1,Geomagnetic storm;Space weather;D region;Ionosphere,Magnetosphere
113,637,2100,1,Sun;Halo (optical phenomenon),
114,638,2100,1,Sunlight;Corona (meteorology),
115,1274,2019,1,Meteorology;Radiosonde;Temperature;Wind,List of meteorological phenomena
116,1274,1861,1,Thunderstorm;Meteorology;Cloud;Wind,Convective instability
117,1275,2019,1,National Weather Service;Meteorology;Cloud;Radiosonde;Temperature;Wind direction,List of meteorological phenomena
118,1308,2019,1,Squall;Meteorology;Rainbow;Wind,List of meteorological phenomena
119,1551,2100,1,National Oceanic and Atmospheric Administration;Temperature extremes,
120,1551,2100,1,American Geophysical Union;Temperature extremes,
121,1551,2100,1,Infrared;Temperature extremes,
122,1551,2100,1,Met Office;Temperature extremes,
123,1631,2100,1,Barometer;Mercury (element),
124,1641,2019,1,Weather forecasting;Meteorology;Climate;Atmospheric pressure,List of meteorological phenomena
125,1641,2019,1,Meteorology;Temperature;Weather forecasting;Barometer;Atmospheric pressure;Surface weather analysis,List of meteorological phenomena
126,1641,2100,1,Atmospheric pressure;Sea level,
127,1641,2100,1,Atmospheric pressure;Mercury-in-glass thermometer,
128,1642,2019,1,Meteorology;Equivalent potential temperature;Temperature;Weather forecasting;Atmospheric pressure,List of meteorological phenomena
129,1642,2019,1,Wind;Meteorology;Weather forecasting;Atmospheric pressure;Geostrophic wind,List of meteorological phenomena
130,1645,1980,1,Global warming;Greenhouse gas;Radiative forcing;Solar variation;Sunlight,Radiation budget
131,1645,2100,1,Atmospheric pressure;Solar variation,
132,1645,2100,1,Solar variation;Cloud condensation nuclei,
133,1645,2100,1,Solar variation;Dendroclimatology,
134,1645,2100,1,Solar cycle;Magnetic polarity reversal,
135,1646,2100,1,Celsius;Climate sensitivity,
136,1647,2100,1,Ozone depletion;Climate surprise,
137,1647,2100,1,Paleoclimatology;Climate surprise,
138,1659,2100,1,Instrumental temperature record;Temperature record of the past 1000 years,
139,1703,2100,1,Cloud;Fog,
140,1703,2022,1,Meteorology;Cloud;Fog;Nephology,Precipitation
141,1704,2019,1,Thunderstorm;Cloud;Fog;Capping inversion,List of meteorological phenomena
142,1709,2100,1,Oxygen;Balloon (aircraft),
143,1750,2100,1,Sun;Solar maximum,
144,1776,2100,1,Carbon monoxide;Tropospheric ozone,
145,1785,2100,1,Radiosonde;Ozone,
146,1785,1913,1,Ozone depletion;Ultraviolet;D region;Sun;Ozone;Oxygen,Ozone layer
147,1785,2100,1,Greenhouse gas;Ozone,
148,1807,2100,1,National Oceanic and Atmospheric Administration;Office of Oceanic and Atmospheric Research,
149,1808,2100,1,National Oceanic and Atmospheric Administration;Geophysical Fluid Dynamics Laboratory,
150,1810,2019,1,Meteorology;Climate;Temperature;Climatology;Nephology;Global warming;Water vapor;Urban heat island;Water cycle,List of meteorological phenomena
151,1810,2019,1,Meteorology;Urban heat island;Temperature;Wind,List of meteorological phenomena
152,1810,2100,1,Urban heat island;Ozone,
153,1824,2100,1,Atmospheric pressure;Greenhouse effect,
154,1825,2100,1,Greenhouse effect;Cloud albedo,
155,1850,2100,1,Paleoclimatology;Temperature record,
156,1850,2100,1,Dendroclimatology;Temperature record,
157,1850,2100,1,Little Ice Age;Temperature record,
158,1850,2100,1,Little Ice Age;Temperature record of the past 1000 years,
159,1851,2100,1,Atlantic hurricane season;List of Northern Indian Ocean tropical cyclone seasons,
160,1859,2100,1,Solar wind;Wind,
161,1859,1914,1,Magnetic polarity reversal;Ionosphere;Sun;Solar wind;Solar variation,Earth's magnetic field
162,1860,2008,1,Atmosphere;Sunlight;Sun;Solar wind,Weather
163,1860,2008,1,Atmosphere;Cloud;D region;Mesosphere;Solar wind;Solar variation;Space weather,Weather
164,1860,1951,1,Atmosphere;Cloud;Nephology;Mesosphere;Water vapor;Water cycle,Rain
165,1860,1861,1,Lightning;Atmosphere;Cloud;Nephology;Mesosphere,Troposphere
166,1860,1861,1,Atmosphere;Water cycle;Climate;Paleoclimatology,Climate change
167,1860,2100,1,Atmosphere;Oxygen,
168,1861,2100,1,Atmosphere;Wind speed,
169,1861,2019,1,Meteorology;Climate change;Atmosphere;Climatology;Halo (optical phenomenon);Troposphere,List of meteorological phenomena
170,1861,2019,1,Ozone depletion;D region;Sun;Ozone;Polar vortex;Mesosphere;Oxygen;Solar variation;Troposphere,List of meteorological phenomena
171,1861,2100,1,Troposphere;Temperature record,
172,1861,1979,1,Ozone;Sun;Tropospheric ozone;Oxygen;Solar variation;Troposphere,Stratosphere
173,1861,2100,1,Climate change;Hydrosphere,
174,1861,2100,1,Climate change;Met Office,
175,1861,2100,1,Climate change;List of countries by carbon dioxide emissions per capita,
176,1861,2019,1,Weather forecasting;Meteorology;Wind speed;Anemometer,List of meteorological phenomena
177,1861,2024,1,Meteorology;Climate change;Atmospheric convection;Atmosphere;Climatology;Temperature;Planetary boundary layer;Troposphere;Convective inhibition,Free convective layer
178,1861,2024,1,Thunderstorm;Planetary boundary layer;Capping inversion;Troposphere,Free convective layer
179,1861,2022,1,Meteorology;Climate change;Thunderstorm;Atmosphere;Cloud;Climatology;Water vapor;Frost;Ice;Troposphere,Precipitation
180,1861,2100,1,Geostrophic wind;Planetary boundary layer,
181,1861,2100,1,Hydrosphere;Iron cycle,
182,1861,2100,1,Ice;Atmospheric icing,
183,1861,2100,1,Planetary boundary layer;Radiative forcing,
184,1861,2100,1,Planetary boundary layer;Contour line,
185,1861,2100,1,Carbon cycle;Nitrogen cycle,
186,1862,2100,1,Global warming;Cloud feedback,
187,1862,2019,1,Meteorology;Climate change;Atmosphere;Climatology;Temperature;Lapse rate;Troposphere,List of meteorological phenomena
188,1862,2019,1,Meteorology;Lifted index;Climate change;Atmosphere;Climatology;Temperature;Troposphere,List of meteorological phenomena
189,1862,1984,1,Atmospheric convection;Lapse rate;Thunderstorm;Troposphere,Inversion (meteorology)
190,1862,2100,1,Cloud;Cloud feedback,
191,1862,2100,1,Dusk;Midnight,
192,1862,2100,1,Frost;Deicing,
193,1862,2100,1,Frost;Frost line,
194,1862,2019,1,National Weather Service;Meteorology;Indian summer;Climate change;Thunderstorm;Atmosphere;Cloud;Climatology;Water vapor;Frost;Troposphere,List of meteorological phenomena
195,1862,2100,1,Lapse rate;Temperature extremes,
196,1862,2100,1,National Oceanic and Atmospheric Administration;Cooperative Institute for Climate Applications and Research,
197,1862,2100,1,Tropopause;Radiative forcing,
198,1862,2100,1,Cumulus cloud;List of cloud types,
199,1862,2100,1,Infrared;Deicing,
200,1862,2100,1,Carbon flux;Greenhouse effect,
201,1862,2100,1,Carbon flux;Mixed layer,
202,1862,2100,1,Corona (meteorology);List of cloud types,
203,1870,2019,1,National Weather Service;National Hurricane Center;Meteorology;Cloud;Climatology;Atlantic hurricane season;National Oceanic and Atmospheric Administration,List of meteorological phenomena
204,1871,2019,1,National Weather Service;National Hurricane Center;Meteorology;Gale;Cloud;Climatology;Atlantic hurricane season;Anticyclone;Gale warning,List of meteorological phenomena
205,1871,2019,1,National Weather Service;Gale;Meteorology;Cloud;Anticyclone;Gale warning;Wind,List of meteorological phenomena
206,1871,2100,1,Sea level;National Weather Service bulletin for New Orleans region,
207,1873,2100,1,Sunlight;World Meteorological Organization,
208,1873,2019,1,National Hurricane Center;Climate change;Atmosphere;Atlantic hurricane season;Climatology;World Meteorological Organization;Sunlight,List of meteorological phenomena
209,1873,2017,1,National Hurricane Center;List of Northern Indian Ocean tropical cyclone seasons;Atlantic hurricane season;World Meteorological Organization;India Meteorological Department;National Oceanic and Atmospheric Administration;Atlantic Oceanographic and Meteorological Laboratory,Tropical cyclone
210,1873,2100,1,World Meteorological Organization;International Meteorological Organization,
211,1873,2100,1,World Meteorological Organization;Temperature extremes,
212,1874,2100,1,World Meteorological Organization;Cumulus mediocris cloud,
213,1875,2100,1,Cumulus congestus cloud;Cumulus mediocris cloud,
214,1881,2019,1,Meteorology;Climate change;Atmosphere;Climatology;Sun;Weather forecasting;Chaos theory;Sunlight;Atmospheric circulation,Atmospheric sciences
215,1881,2019,1,Meteorology;Weather forecasting;Chaos theory;Wind;Atmospheric circulation,List of meteorological phenomena
216,1881,2100,1,Atmospheric circulation;Thermodynamics,
217,1881,2008,1,Atmosphere;Sun;Nephology;Sunlight;Atmospheric circulation,Weather
218,1882,2100,1,Atmospheric circulation;Polar high,
219,1882,2100,1,Atmospheric pressure;Polar high,
220,1882,2100,1,Polar vortex;Polar high,
221,1885,1951,1,National Weather Service;Atmospheric convection;Thunderstorm;Tornado emergency;Nephology;Tornado warning,Tornado
222,1885,1951,1,National Weather Service;Atmospheric convection;Thunderstorm;Nephology;Tornado warning;Central Florida Tornado of February 2007,Tornado
223,1885,2100,1,Meteorological Service of Canada;Tornado Warning,
224,1894,2019,1,National Weather Service;Meteorology;Lightning;Thunderstorm;Atmosphere;Cloud;Nephology;Weather forecasting;Lightning detection;Chaos theory;Atmospheric circulation;Troposphere,List of meteorological phenomena
225,1894,2100,1,Lightning detection;Meteorological Service of Canada,
226,1896,2100,1,Atmospheric electricity;Cosmic ray,
227,1896,2100,1,Cosmic ray;Solar variation,
228,1897,2100,1,Heat;Radiation,
229,1897,2100,1,Infrared;Radiation,
230,1897,2100,1,Radiation;Cosmic ray,
231,1897,2100,1,Galactic cosmic ray;Radiation poisoning,
232,1898,2100,1,Radiation;Mean radiant temperature,
233,1899,2100,1,Nephology;Weather lore,
234,1902,2100,1,Dry season;Oceanic climate,
235,1902,2100,1,Heat wave;Oceanic climate,
236,1902,2100,1,Humid continental climate;Oceanic climate,
237,1913,2100,1,Ozone layer;Office of Oceanic and Atmospheric Research,
238,1920,2019,1,Weather forecasting;Meteorology;Hydrology;Numerical weather prediction,List of meteorological phenomena
239,1920,2100,1,Climate change;Numerical weather prediction,
240,1920,2019,1,Meteorology;Numerical weather prediction;Radiosonde;Temperature;Weather forecasting,List of meteorological phenomena
241,1920,2100,1,Numerical weather prediction;Thermodynamics,
242,1920,2100,1,D region;Ionosonde,
243,1921,2100,1,Numerical weather prediction;Global Forecast System,
244,1921,2100,1,Evaporation;Vapor pressure,
245,1921,2100,1,Oxygen;Vapor pressure,
246,1921,2100,1,Cloud chamber;Vapor pressure,
247,1929,2100,1,Oxygen;Controlled atmosphere,
248,1930,2100,1,Ozone depletion;Ozone-oxygen cycle,
249,1930,2100,1,Ozone-oxygen cycle;Oxygen cycle,
250,1934,2100,1,National Climatic Data Center;Temperature extremes,
251,1940,2100,1,Baroclinity;Bomb (meteorology),
252,1940,2100,1,Cosmic microwave background radiation;Cosmic Background Explorer,
253,1945,1966,1,National Hurricane Center;World Meteorological Organization;List of named tropical cyclones;National Oceanic and Atmospheric Administration,North Atlantic tropical cyclone
254,1946,2100,1,Weather satellite;Cloud physics,
255,1946,2100,1,Weather satellite;Temperature extremes,
256,1947,2019,1,Meteorology;Atlantic hurricane season;Climatology;Weather forecasting;Weather Prediction Center,List of meteorological phenomena
257,1947,2019,1,Squall;Meteorology;Rainbow;Mesonet,List of meteorological phenomena
258,1947,2100,1,Mesonet;Planetary boundary layer,
259,1950,2019,1,Meteorology;Subtropical cyclone;Atmosphere;Atlantic hurricane season;Climatology;Nephology;Weather forecasting;Chaos theory;Atmospheric circulation;Troposphere,List of meteorological phenomena
260,1950,2019,1,Meteorology;Atmospheric convection;Thunderstorm;Weather radar;Weather forecasting;Squall line;Convective inhibition,List of meteorological phenomena
261,1950,2100,1,Weather radar;Cloud physics,
262,1950,2100,1,Subtropical cyclone;Celsius,
263,1951,2019,1,Hydrology;Meteorology;Climate;National Weather Center,List of meteorological phenomena
264,1951,2019,1,Weather radar;Nephology;Global warming;Weather forecasting;Rain;Chaos theory;Atmospheric circulation,List of meteorological phenomena
265,1951,2019,1,Meteorology;Hail;Disdrometer;Atmospheric convection;Hydrology;Convective inhibition,List of meteorological phenomena
266,1951,2019,1,Meteorology;Disdrometer;Nephology;Weather forecasting;Global warming;Hydrology;Chaos theory;Rain;Atmospheric circulation,List of meteorological phenomena
267,1951,2019,1,Meteorology;Hail;Atmospheric convection;Climate;Ice;Convective inhibition,List of meteorological phenomena
268,1951,2019,1,Meteorology;Hail;Climate change;Atmospheric convection;Atmosphere;Climate;Nephology;Weather forecasting;Weather satellite;Chaos theory;Atmospheric circulation;Convective inhibition,List of meteorological phenomena
269,1951,2019,1,Meteorology;Hail;Atmospheric convection;Tornado Warning;Hydrology;National Weather Center;National Oceanic and Atmospheric Administration;Convective inhibition,List of meteorological phenomena
270,1951,2019,1,Meteorology;Rain gauge;Nephology;Weather forecasting;Global warming;Rain;Chaos theory;Atmospheric circulation,List of meteorological phenomena
271,1951,2019,1,Meteorology;Lightning;Hail;Thunderstorm;Atmospheric convection;Nephology;Weather forecasting;Global warming;Rain;Chaos theory;Atmospheric circulation;Convective inhibition;Thunder,List of meteorological phenomena
272,1951,2022,1,Meteorology;Climate;Nephology;Weather forecasting;Global warming;Rain;Chaos theory;Clime;Atmospheric circulation,Precipitation
273,1951,2019,1,Tornado;Meteorology;Atmospheric convection;Thunderstorm;Temperature;Nephology;Weather forecasting;Chaos theory;Urban heat island;Atmospheric circulation,List of meteorological phenomena
274,1951,2100,1,Tornado;Office of Oceanic and Atmospheric Research,
275,1952,2100,1,Climatology;Megathermal,
276,1952,2019,1,Orographic lift;Meteorology;Hail;Atmospheric convection;Cloud;Cloudburst;Convective inhibition,List of meteorological phenomena
277,1952,2019,1,Meteorology;Lightning;Hail;Thunderstorm;Atmospheric convection;Atmosphere;Nephology;Weather forecasting;Mesoscale convective complex;Chaos theory;Troposphere;Atmospheric circulation;Convective inhibition,List of meteorological phenomena
278,1952,2019,1,Meteorology;Hail;Atmospheric convection;Nephology;Weather forecasting;Rain;Chaos theory;Mesoscale convective complex;Atmospheric circulation;Convective inhibition,List of meteorological phenomena
279,1952,2019,1,Tornado;Meteorology;Hail;Atmospheric convection;Thunderstorm;Nephology;Weather forecasting;Chaos theory;Mesoscale convective complex;Atmospheric circulation;Convective inhibition,List of meteorological phenomena
280,1952,2019,1,Meteorology;Hail;Atmospheric convection;Wind;Mesoscale convective complex;Convective inhibition,List of meteorological phenomena
281,1952,2019,1,Atmosphere;Nephology;Rain;Sunshower;Sunlight,List of meteorological phenomena
282,1952,2100,1,Rain;Megathermal,
283,1952,2100,1,Rain;Rain fade,
284,1952,2019,1,Meteorology;Rainbow;Atmosphere;Nephology;Weather forecasting;Chaos theory;Sunshower;Sunlight;Atmospheric circulation,List of meteorological phenomena
285,1952,2019,1,Tornado;Meteorology;Atmospheric convection;Thunderstorm;Nephology;Weather forecasting;Chaos theory;Glossary of tornado terms;Atmospheric circulation,List of meteorological phenomena
286,1956,2019,1,Meteorology;Hail;Atmospheric convection;Storm chasing;Cloud;National Severe Storms Laboratory;Storm Prediction Center;Convective inhibition,List of meteorological phenomena
287,1957,2100,1,National Oceanic and Atmospheric Administration;National Snow and Ice Data Center,
288,1960,2100,1,Weather radar;Tornado intensity and damage,
289,1965,2019,1,Meteorology;Evaporation;Temperature;Hydrology;Heat index,List of meteorological phenomena
290,1965,2100,1,Climate engineering;Cloud condensation nuclei,
291,1966,2019,1,Subtropical cyclone;North Atlantic tropical cyclone;Atlantic hurricane season;Climatology;Atlantic Oceanographic and Meteorological Laboratory;Troposphere,List of meteorological phenomena
292,1966,2100,1,Convective instability;North Atlantic tropical cyclone,
293,1966,2019,1,Meteorology;Temperature;Wind chill;Weather forecasting;Heat index,List of meteorological phenomena
294,1966,2018,1,Tornado;Subtropical cyclone;Atmospheric convection;Thunderstorm;Atmosphere;Atlantic hurricane season;North Atlantic tropical cyclone;Nephology;National Oceanic and Atmospheric Administration;Troposphere;Atlantic Oceanographic and Meteorological Laboratory,Extratropical cyclone
295,1966,2100,1,Wind chill;Canada Weather Extremes,
296,1966,2100,1,North Atlantic tropical cyclone;Bureau of Meteorology,
297,1967,2100,1,Atmosphere;Satellite temperature measurements,
298,1967,2100,1,National Oceanic and Atmospheric Administration;Cooperative Institute for Research in Environmental Sciences,
299,1967,2100,1,National Oceanic and Atmospheric Administration;Satellite temperature measurements,
300,1967,2100,1,Weather satellite;Satellite temperature measurements,
301,1967,2100,1,Infrared;Satellite temperature measurements,
302,1970,2011,1,Tornado;Atmospheric convection;Thunderstorm;Wind speed;Wind;Enhanced Fujita scale,Gustnado
303,1970,2100,1,American Geophysical Union;Tropical cyclone prediction model,
304,1970,2100,1,Tropical cyclone prediction model;Sunspot,
305,1971,2100,1,Global warming;Ocean heat content,
306,1973,2019,1,Anabatic wind;Katabatic wind;Chinook wind;Heat;Temperature,List of meteorological phenomena
307,1973,2019,1,Meteorology;Anabatic wind;Katabatic wind;Heat;Temperature;Wind,List of meteorological phenomena
308,1979,2100,1,Stratosphere;Balloon (aircraft),
309,1979,2100,1,Stratosphere;Polar night,
310,1980,2020,1,Meteorology;Atmosphere;Atmospheric physics;Nephology;Weather forecasting;Greenhouse gas;Global warming;Chaos theory;Water vapor;Radiation budget;Atmospheric circulation;Troposphere,Earth's atmosphere
311,1980,2020,1,Meteorology;Atmosphere;Atmospheric physics;Nephology;Weather forecasting;Stratosphere;Chaos theory;Radiation budget;Atmospheric circulation;Troposphere,Earth's atmosphere
312,1980,2100,1,Solar wind;Radiation budget,
313,1980,2019,1,Atmosphere;Derecho;Weather radar;Nephology;Weather forecasting;Chaos theory;Atmospheric circulation;Troposphere;Squall line,List of meteorological phenomena
314,1980,2020,1,Meteorology;Atmosphere;Atmospheric physics;Ozone;Nephology;Weather forecasting;Stratosphere;Chaos theory;Oxygen;Radiation budget;Atmospheric circulation;Troposphere,Earth's atmosphere
315,1980,2100,1,Infrared;Radiation budget,
316,1980,2100,1,Atmospheric Model Intercomparison Project;World Climate Research Programme,
317,1980,2100,1,Radiation budget;Solar constant,
318,1980,2100,1,Radiation budget;Solar minimum,
319,1980,2100,1,Sea level;Stratopause,
320,1981,2100,1,Gale warning;Storm warning,
321,1981,2100,1,National Weather Service;Storm warning,
322,1981,2100,1,World Climate Research Programme;Tropical Ocean-Global Atmosphere program,
323,1983,2100,1,Troposphere;Ozone depletion potential,
324,1983,2005,1,Lightning;Hail;Thunderstorm;Freezing rain;Rain;Thunder,Storm
325,1983,2100,1,Freezing rain;Atmospheric icing,
326,1983,2100,1,Ice storm;List of power outages,
327,1983,2100,1,National Oceanic and Atmospheric Administration;Coldest temperature achieved on Earth,
328,1983,2100,1,National Oceanic and Atmospheric Administration;List of power outages,
329,1983,2100,1,World Meteorological Organization;Coldest temperature achieved on Earth,
330,1983,2100,1,American Geophysical Union;Climate of Antarctica,
331,1983,2100,1,American Geophysical Union;Coldest temperature achieved on Earth,
332,1983,2100,1,European Centre for Medium-Range Weather Forecasts;Climate of Antarctica,
333,1984,2100,1,Anticyclone;Inversion (meteorology),
334,1984,2019,1,Tornado;Meteorology;Hail;Thunderstorm;North Atlantic tropical cyclone;Atlantic hurricane season;Climatology;Temperature;Freezing rain;National Oceanic and Atmospheric Administration;Winter storm;Atlantic Oceanographic and Meteorological Laboratory,List of meteorological phenomena
335,1984,2100,1,Freezing rain;Inversion (meteorology),
336,1984,2100,1,Freezing rain;Ice Storm Warning,
337,1984,2100,1,Ice;Ice Storm Warning,
338,1985,2019,1,Meteorology;Atmosphere;Climate;Nephology;Weather forecasting;Chaos theory;Tropical cyclogenesis;Atmospheric circulation;Troposphere,List of meteorological phenomena
339,1985,2019,1,Tornado;Meteorology;Atmospheric convection;Cloud;Landspout;Convective inhibition,List of meteorological phenomena
340,1985,2020,1,Meteorology;Aurora (astronomy);Atmospheric physics;Sun;Nephology;Weather forecasting;Chaos theory;Oxygen;National Oceanic and Atmospheric Administration;Radiation budget;Atmospheric circulation,Earth's atmosphere
